Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
41,19770,10128,9641,1.76,0.9,0.86,105.05,24169502.9,12381827.28,11786453.08,-551064.6661
42,20353,10316,10038,1.81,0.92,0.89,102.77,24882240.39,12611663.73,12271799.2,-567315.0809
43,20543,10587,9956,1.83,0.94,0.89,106.34,25114521.91,12942970.52,12171551.38,-572611.0995
44,22539,11497,11042,2,1.02,0.98,104.12,27554700.35,14055476.72,13499223.62,-628247.1679
45,20297,10212,10084,1.81,0.91,0.9,101.27,24813778.47,12484520.16,12328035.77,-565754.1491
46,21860,11105,10755,1.94,0.99,0.96,103.25,26724599.56,13576243.28,13148356.28,-609320.8701
47,17701,9048,8653,1.57,0.8,0.77,104.56,21640079.46,11061490.25,10578589.21,-493393.8116
48,19565,9967,9598,1.74,0.89,0.85,103.84,23918883.37,12184999.26,11733884.11,-545350.5409
49,19826,10122,9704,1.76,0.9,0.86,104.31,24237964.82,12374492.08,11863472.74,-552625.5979
50,18484,9396,9088,1.64,0.84,0.81,103.39,22597323.8,11486932.18,11110391.62,-515218.9827
51,21955,11024,10931,1.95,0.98,0.97,100.85,26840740.32,13477218.01,13363522.32,-611968.8794
52,16815,8596,8219,1.5,0.76,0.73,104.59,20556914.08,10508904.75,10048009.32,-468697.6409
53,9039,4471,4569,0.8,0.4,0.41,97.86,11050487.44,5465950.808,5585759.168,-251951.1137
54,11616,5983,5633,1.03,0.53,0.5,106.21,14200958.3,7314422.653,6886535.652,-323781.8494
55,10479,5268,5212,0.93,0.47,0.46,101.07,12810936.82,6440310.636,6371848.716,-292089.3594
56,13428,6975,6453,1.19,0.62,0.57,108.09,16416190.44,8527176.668,7889013.769,-374289.142
57,14705,7446,7259,1.31,0.66,0.65,102.58,17977366.72,9102990.318,8874376.406,-409883.9613
58,13507,6845,6662,1.2,0.61,0.59,102.75,16512770.65,8368247.211,8144523.436,-376491.1707
59,14290,7248,7042,1.27,0.64,0.63,102.93,17470014.99,8860928.529,8609086.466,-398316.3419
60,14447,7208,7238,1.28,0.64,0.64,99.59,17661952.88,8812027.158,8848703.186,-402692.5256
61,12708,6332,6377,1.13,0.56,0.57,99.29,15535965.75,7741087.12,7796101.163,-354220.0191
62,12889,6479,6410,1.15,0.58,0.57,101.08,15757244.46,7920799.661,7836444.795,-359265.1736
63,10862,5351,5511,0.97,0.48,0.49,97.1,13279167.45,6541780.982,6737386.469,-302765.0179
64,10703,5412,5291,0.95,0.48,0.47,102.29,13084784.5,6616355.574,6468428.925,-298333.0866
65,10170,5054,5116,0.9,0.45,0.45,98.79,12433173.72,6178688.298,6254485.424,-283476.3609
66,8763,4323,4440,0.78,0.38,0.39,97.36,10713067.98,5285015.733,5428052.245,-244257.9499
67,8155,4038,4116,0.73,0.36,0.37,98.1,9969767.13,4936593.46,5031951.135,-227310.6906
68,7733,3805,3928,0.69,0.34,0.35,96.87,9453857.659,4651742.971,4802114.689,-215547.9546
69,6888,3352,3536,0.61,0.3,0.31,94.8,8420816.185,4097934.938,4322881.247,-191994.609
70,6578,3307,3271,0.59,0.29,0.29,101.1,8041830.555,4042920.895,3998909.66,-183353.7367
71,5948,2923,3025,0.53,0.26,0.27,96.63,7271633.953,3573467.728,3698166.225,-165793.2541
72,5702,2853,2849,0.51,0.25,0.25,100.14,6970890.518,3487890.327,3483000.19,-158936.3038
73,5671,2861,2810,0.5,0.25,0.25,101.81,6932991.955,3497670.602,3435321.353,-158072.2166
74,5234,2583,2651,0.47,0.23,0.24,97.43,6398744.47,3157806.069,3240938.401,-145891.3739
75,4449,2156,2293,0.4,0.19,0.2,94.03,5439055.053,2635783.928,2803271.125,-124010.4552
76,4760,2252,2508,0.42,0.2,0.22,89.79,5819263.217,2753147.22,3066115.998,-132679.2014
77,4456,2167,2289,0.4,0.19,0.2,94.67,5447612.793,2649231.805,2798380.988,-124205.5717
78,3953,1915,2039,0.35,0.17,0.18,93.92,4832678.046,2341153.164,2492747.416,-110185.0594
79,3712,1689,2023,0.33,0.15,0.18,83.49,4538047.282,2064860.415,2473186.867,-103467.478
80,3291,1515,1776,0.29,0.13,0.16,85.3,4023360.346,1852139.448,2171220.898,-91732.61589
81,3262,1472,1791,0.29,0.13,0.16,82.19,3987906.852,1799570.474,2189558.912,-90924.27622
82,2530,1118,1412,0.23,0.1,0.13,79.18,3093011.752,1366793.335,1726218.417,-70520.66795
83,2134,961,1173,0.19,0.09,0.1,81.93,2608888.173,1174855.452,1434032.721,-59482.65035
84,2072,921,1151,0.18,0.08,0.1,80.02,2533091.048,1125954.08,1407136.967,-57754.47588
85,1563,658,905,0.14,0.06,0.08,72.71,1910821.094,804427.5624,1106393.532,-43566.72095
86,1413,545,868,0.13,0.05,0.08,62.79,1727440.951,666281.1877,1061159.763,-39385.65368
87,1088,463,625,0.1,0.04,0.06,74.08,1330117.307,566033.376,764083.9308,-30326.6746
88,828,306,522,0.07,0.03,0.05,58.62,1012258.392,374095.4925,638162.899,-23079.49133
89,712,272,440,0.06,0.02,0.04,61.82,870444.414,332529.3267,537915.0873,-19846.13264
90+,2103,687,1416,0.18,0.06489148899,0.13,48.51694915,2570989.61,839881.0568,1731108.554,-58618.56312
