Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
37,14020,7237,6784,1.12,0.58,0.54,106.68,13907693.12,7179028.183,6729656.929,-122387.6995
38,18666,9488,9178,1.5,0.76,0.74,103.38,18516476.45,9411996.601,9104479.849,-162944.9928
39,19763,10205,9558,1.59,0.82,0.77,106.77,19604688.96,10123253.09,9481435.868,-172521.2628
40,18959,9731,9228,1.52,0.78,0.74,105.45,18807129.38,9653050.055,9154079.325,-165502.7385
41,19610,9932,9678,1.57,0.8,0.78,10262,19452914.56,9852439.95,9600474.61,-171185.6481
42,19529,9820,9708,1.57,0.79,0.78,101.15,19372563.41,9741337.123,9630234.296,-170478.558
43,17670,8940,8729,1.42,0.72,0.7,10242,17528454.88,8868386.342,8659076.552,-154250.403
44,18153,9043,9110,1.46,0.73,0.73,99.26,18007585.82,8970561.263,9037024.561,-158466.7553
45,15710,8041,7670,1.26,0.65,0.62,104.84,15584155.42,7976587.76,7608559.647,-137140.5677
46,15258,7717,7542,1.22,0.62,0.61,10232,15135776.15,7655183.154,7481584.988,-133194.8301
47,14670,7486,7184,1.18,0.6,0.58,104.2,14552486.31,7426033.575,7126452.738,-128061.8796
48,12921,6511,6410,1.04,0.52,0.51,101.58,12817496.64,6458843.789,6358652.847,-112793.9704
49,12779,6458,6321,1.03,0.52,0.51,10217,12676634.12,6406268.344,6270365.779,-111554.3803
50,12562,6246,6316,1.01,0.5,0.51,98.89,12461372.4,6195966.565,6265405.832,-109660.0771
51,10755,5505,5250,0.86,0.44,0.42,104.86,10668847.33,5460902.328,5207944.999,-93885.85648
52,10800,5591,5208,0.87,0.45,0.42,107.35,10713486.86,5546213.427,5166281.439,-94278.68433
53,10041,5223,4819,0.81,0.42,0.39,108.38,9960566.808,5181161.282,4780397.515,-87652.98791
54,9823,4938,4884,0.79,0.4,0.39,101.11,9744313.091,4898444.268,4844876.834,-85749.9552
55,10279,5321,4959,0.82,0.43,0.4,107.3,10196660.31,5278376.256,4919276.048,-89730.61077
56,9738,4996,4742,0.78,0.4,0.38,105.36,9659993.982,4955979.66,4704014.321,-85007.94704
57,8813,4391,4422,0.71,0.35,0.35,99.3,8742403.672,4355825.999,4386577.674,-76933.15232
58,10057,5135,4922,0.81,0.41,0.39,104.33,9976438.64,5093866.204,4882572.436,-87792.66003
59,9622,4901,4721,0.77,0.39,0.38,103.81,9544923.197,4861740.656,4683182.541,-83995.32414
60,10019,5128,4891,0.8,0.41,0.39,104.85,9938743.038,5086922.278,4851820.76,-87460.93874
61,9145,4640,4505,0.73,0.37,0.36,103,9071744.194,4602831.39,4468912.804,-79831.34891
62,9011,4518,4492,0.72,0.36,0.36,100.58,8938817.598,4481808.668,4456016.941,-78661.59486
63,9286,4755,4532,0.75,0.38,0.36,104.92,9211614.717,4716910.185,4495696.521,-81062.20951
64,8080,4100,3980,0.65,0.33,0.32,103.02,8015275.352,4067157.047,3948118.304,-70534.42309
65,7674,3837,3837,0.62,0.31,0.31,100,7612527.605,3806263.802,3806263.802,-66990.24292
66,8032,4036,3996,0.64,0.32,0.32,101,7967659.854,4003669.718,3963990.137,-70115.40672
67,6660,3263,3396,0.53,0.26,0.27,96.08,6606650.228,3236861.816,3368796.423,-58138.52201
68,6847,3482,3365,0.55,0.28,0.27,103.48,6792152.269,3454107.522,3338044.747,-59770.93997
69,5912,2913,2999,0.47,0.23,0.24,97.13,5864642.064,2889665.483,2974976.582,-51608.85016
70,5769,2658,3111,0.46,0.21,0.25,85.44,5722787.562,2636708.154,3086079.408,-50360.53055
71,5405,2618,2786,0.43,0.21,0.22,93.97,5361703.376,2597028.573,2763682.813,-47182.98971
72,4992,2244,2749,0.4,0.18,0.22,81.63,4952011.702,2226024.491,2726979.201,-43577.70298
73,4559,2148,2411,0.37,0.17,0.19,89.09,4522480.239,2130793.497,2391686.742,-39797.8261
74,4205,1969,2236,0.34,0.16,0.18,88.06,4171315.947,1953227.372,2218088.575,-36707.58034
75,3775,1724,2051,0.3,0.14,0.16,84.06,3744760.452,1710189.939,2034570.513,-32953.89198
76,3527,1511,2016,0.28,0.12,0.16,74.95,3498747.05,1498896.17,1999850.88,-30788.97404
77,2893,1256,1637,0.23,0.1,0.13,76.73,2869825.692,1245938.842,1623886.85,-25254.46609
78,2641,1179,1462,0.21,0.09,0.12,80.64,2619844.332,1169555.648,1450288.684,-23054.63012
79,2225,927,1298,0.18,0.07,0.1,71.42,2207176.69,919574.2885,1287602.402,-19423.15487
80,2189,849,1339,0.18,0.07,0.11,63.41,2171465.067,842199.1056,1328273.972,-19108.89259
81,1765,706,1060,0.14,0.06,0.09,66.6,1750861.509,700344.6037,1051508.895,-15407.58128
82,1565,597,968,0.13,0.05,0.08,61.67,1552463.605,592217.7457,960245.859,-13661.67972
83,1287,437,851,0.1,0.04,0.07,51.35,1276690.517,433499.4219,844183.0847,-11234.87655
84,1034,354,680,0.08,0.03,0.05,52.06,1025717.168,351164.2914,674552.8761,-9026.311074
85,843,299,543,0.07,0.02,0.04,55.06,836247.1685,296604.8676,538650.3114,-7358.975083
86,644,204,441,0.05,0.02,0.04,46.26,638841.2533,202365.8628,437467.38,-5621.803029
87,501,171,330,0.04,0.01,0.03,51.82,496986.7514,169630.2086,327356.5428,-4373.483412
88,373,122,251,0.03,0.01,0.02,48.61,370012.0923,121022.7219,248989.3705,-3256.106413
89,322,95,227,0.03,0.01,0.02,41.85,319420.6266,94239.00475,225181.6219,-2810.901514
90+,804,229,575,0.06,0.01,0.05,39.82608696,797559.5771,227165.6009,570393.9761,-7018.524278
