Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
31,25058,12573,12485,1.93,0.97,0.96,100.71,25164881.69,12626628.52,12538253.17,-188736.6127
32,24893,12700,12193,1.95,1,0.95,104.15,24999177.9,12754170.22,12245007.68,-187493.8343
33,24634,12350,12285,1.99,1,0.98,100.53,24739073.17,12402677.34,12337400.09,-185543.0488
34,28325,14396,13929,2.27,1.15,1.11,103.35,28445816.66,14457404.29,13988412.37,-213343.625
35,20064,10289,9776,1.65,0.85,0.8,105.25,20149580.42,10332886.41,9817698.276,-151121.8532
36,11666,5803,5862,1.01,0.5,0.51,98.99,11715759.83,5827751.953,5887003.61,-87868.19872
37,15357,7779,7577,1.33,0.67,0.66,102.67,15422503.32,7812180.328,7609318.723,-115668.7749
38,13880,7032,6848,1.18,0.6,0.58,102.69,13939203.36,7061994.096,6877209.267,-104544.0252
39,18171,9364,8807,1.5,0.77,0.73,106.33,18248506.07,9403940.943,8844565.131,-136863.7956
40,20336,10486,9850,1.66,0.85,0.81,106.46,20422740.6,10530726.69,9892013.914,-153170.5545
41,18227,9307,8920,1.48,0.75,0.73,104.34,18304744.93,9346697.817,8958047.118,-137285.587
42,19644,10039,9605,1.57,0.8,0.77,104.52,19727788.97,10081820.07,9645968.898,-147958.4173
43,19374,9769,9605,1.56,0.79,0.77,101.71,19456637.32,9810668.419,9645968.898,-145924.7799
44,17733,8975,8758,1.41,0.71,0.7,102.47,17808637.84,9013281.713,8795356.128,-133564.7838
45,18248,9125,9123,1.45,0.73,0.72,100.01,18325834.51,9163921.519,9161912.988,-137443.7588
46,15419,7737,7682,1.23,0.61,0.61,100.72,15484767.77,7770001.183,7714766.587,-116135.7583
47,15071,7784,7287,1.22,0.63,0.59,106.82,15135283.42,7817201.655,7318081.765,-113514.6257
48,14701,7757,6944,1.16,0.6,0.55,111.71,14763705.23,7790086.49,6973618.743,-110727.7892
49,12558,6519,6040,0.98,0.51,0.48,107.93,12611564.54,6546805.96,6065762.847,-94586.73406
50,13823,6643,7180,1.1,0.52,0.57,92.53,13881960.24,6671334.866,7210625.371,-104114.7018
51,11796,6018,5778,0.93,0.47,0.46,104.16,11846314.33,6043669.008,5802645.319,-88847.35746
52,11070,5601,5469,0.87,0.44,0.44,102.42,11117217.67,5624890.348,5492327.319,-83379.13251
53,10592,5398,5194,0.84,0.42,0.41,103.93,10637178.82,5421024.478,5216154.342,-79778.84115
54,10048,5034,5015,0.8,0.4,0.4,100.38,10090858.46,5055471.882,5036390.84,-75681.43843
55,10144,5171,4972,0.81,0.41,0.04,104.01,10187267.93,5193056.238,4993207.429,-76404.5095
56,10104,5184,4920,0.8,0.41,0.39,105.36,10147097.32,5206111.688,4940985.63,-76103.22989
57,9518,4843,4675,0.78,0.39,0.39,103.61,9558597.81,4863657.196,4694940.614,-71689.48358
58,9006,4525,4481,0.73,0.36,0.36,100.99,9044413.94,4544300.808,4500113.132,-67833.10455
59,9886,5014,4872,0.8,0.41,0.4,102.91,9928167.467,5035386.575,4892780.892,-74461.256
60,10035,5139,4896,0.82,0.42,0.4,104.98,10077803.01,5160919.746,4916883.261,-75583.52256
61,9327,4745,4582,0.76,0.39,0.37,103.55,9366783.124,4765239.19,4601543.934,-70250.87343
62,8854,4379,4475,0.72,0.36,0.36,97.85,8891765.603,4397678.064,4494087.539,-66688.24202
63,8547,4366,4181,0.69,0.35,0.34,104.43,8583456.134,4384622.614,4198833.52,-64375.92101
64,9037,4596,4441,0.71,0.36,0.35,103.49,9075546.166,4615603.65,4459942.517,-68066.59625
65,8024,4057,3967,0.64,0.32,0.31,102.28,8058225.345,4074304.614,3983920.731,-60436.69008
66,7304,3652,3651,0.58,0.29,0.29,100.04,7335154.277,3667577.138,3666572.873,-55013.65708
67,7529,3887,3643,0.59,0.3,0.29,106.71,7561113.985,3903579.501,3658538.75,-56708.35489
68,6383,3158,3225,0.5,0.25,0.25,97.91,6410225.869,3171470.045,3238755.825,-48076.69402
69,6468,3237,3232,0.5,0.25,0.25,100.16,6495588.426,3250807.009,3245785.682,-48716.91319
70,6082,3010,3072,0.48,0.24,0.24,97.98,6107941.992,3022838.77,3085103.223,-45809.56494
71,5237,2550,2687,0.4,0.2,0.21,94.88,5259337.753,2560876.698,2698461.054,-39445.03315
72,5231,2576,2655,0.41,0.2,0.21,97.04,5253312.161,2586987.598,2666324.563,-39399.84121
73,4637,2115,2522,0.36,0.17,0.19,83.85,4656778.53,2124021.262,2532757.268,-34925.83897
74,4088,1922,2167,0.32,0.15,0.17,88.69,4105436.841,1930198.045,2176243.061,-30790.7763
75,3865,1773,2091,0.31,0.14,0.16,84.79,3881485.663,1780562.504,2099918.893,-29111.14247
76,3489,1591,1898,0.27,0.13,0.15,83.83,3503881.883,1597786.207,1906095.676,-26279.11412
77,3044,1378,1666,0.24,0.11,0.13,82.74,3056983.792,1383877.683,1673106.11,-22927.37844
78,2609,1145,1464,0.2,0.09,0.11,78.21,2620128.355,1149883.851,1470244.505,-19650.96267
79,2295,1011,1284,0.18,0.08,0.1,78.71,2304789.029,1015312.291,1289476.738,-17285.91771
80,2165,913,1252,0.17,0.07,0.1,72.88,2174234.53,916894.2846,1257340.246,-16306.75898
81,1551,629,922,0.12,0.05,0.07,68.2,1557615.592,631682.919,925932.6729,-11682.11694
82,1477,576,901,0.11,0.05,0.07,63.91,1483299.954,578456.8542,904843.1001,-11124.74966
83,1345,494,851,0.1,0.04,0.06,57.98,1350736.925,496107.0937,854629.8315,-10130.52694
84,1105,408,697,0.08,0.03,0.05,58.58,1109713.236,409740.2718,699972.9643,-8322.84927
85,804,290,514,0.06,0.02,0.04,56.52,807429.3591,291236.9579,516192.4012,-6055.720193
86,706,215,492,0.05,0.02,0.04,43.65,709011.3526,215917.055,494098.563,-5317.585145
87,543,172,371,0.04,0.01,0.03,46.44,545316.097,172733.644,372582.453,-4089.870727
88,367,107,260,0.03,0.01,0.02,41.12,368565.3915,107456.3948,261108.9967,-2764.240436
89,311,93,218,0.02,0.01,0.02,42.66,312326.5307,93396.67959,218929.8511,-2342.44898
90+,1495,473,1022,0.12,0.07,0.17,46.28,1501376.731,475017.5209,1026359.21,-11260.32548
