Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
43,26636,13277,13359,2.23,1.11,1.12,99.39,29508580.31,14708868.48,14799711.83,-926569.4216
44,19964,9720,10244,1.67,0.81,0.86,94.88,22117033.23,10768261.02,11348772.21,-694474.8436
45,11540,5641,5899,0.97,0.47,0.49,95.63,12784540.35,6249358.068,6535182.281,-401434.567
46,14466,7364,7102,1.21,0.62,0.6,103.7,16026097.11,8158176.354,7867920.759,-503219.4494
47,17441,8817,8625,1.46,0.74,0.72,102.23,19321938.32,9767876.279,9555169.888,-606708.8633
48,13325,6550,6775,1.12,0.55,0.57,96.68,14762045.07,7256389.886,7505655.188,-463528.2153
49,19723,9876,9847,1.65,0.83,0.83,100.29,21850042.4,10941084.96,10908957.44,-686091.3314
50,18166,9142,9024,1.52,0.77,0.76,101.31,20125126.51,10127926.16,9997200.356,-631928.9726
51,18702,9334,9369,1.57,0.78,0.79,99.63,20718931.86,10340632.55,10379407.15,-650574.4603
52,18942,9544,9398,1.59,0.8,0.79,101.56,20984814.84,10573280.16,10411534.68,-658923.1861
53,17301,8783,8518,1.45,0.74,0.71,103.11,19166839.91,9730209.522,9436630.389,-601838.7732
54,17496,8840,8656,1.47,0.74,0.73,102.12,19382869.84,9793356.732,9589513.108,-608622.113
55,14777,7278,7499,1.24,0.61,0.63,97.05,16370637.15,8062901.617,8307735.535,-514038.0066
56,14636,7518,7117,1.23,0.63,0.6,105.64,16214430.9,8328784.605,7884538.446,-509133.1302
57,14285,7286,6999,1.2,0.61,0.59,104.1,15825577.03,8071764.383,7753812.643,-496923.1186
58,12322,6170,6152,1.03,0.52,0.52,100.3,13650875.75,6835408.488,6815467.264,-428637.4986
59,12257,6287,5970,1.03,0.53,0.5,105.3,13578865.78,6965026.445,6613839.331,-426376.3854
60,11412,5789,5623,0.96,0.49,0.47,102.96,12642736.09,6413319.244,6229416.844,-396981.9132
61,9884,5039,4845,0.83,0.42,0.41,104,10949947.73,5582434.906,5367512.824,-343828.3587
62,9793,5086,4707,0.82,0.43,0.39,108.05,10849133.76,5634503.658,5214630.106,-340662.8002
63,8997,4584,4413,0.75,0.38,0.37,103.87,9967288.52,5078365.075,4888923.445,-312972.8595
64,8800,4449,4351,0.74,0.37,0.36,102.25,9749042.901,4928805.894,4820237.007,-306119.9471
65,8813,4538,4275,0.74,0.38,0.36,106.17,9763444.896,5027404.168,4736040.727,-306572.1697
66,8527,4386,4141,0.71,0.37,0.35,105.91,9446601.001,4859011.609,4587589.392,-296623.2714
67,7077,3586,3490,0.59,0.3,0.29,102.76,7840224.614,3972734.982,3866381.787,-246183.0529
68,7976,4080,3896,0.67,0.34,0.33,104.73,8836177.974,4520010.799,4316167.175,-277455.9884
69,7604,3870,3734,0.64,0.32,0.31,103.63,8424059.343,4287363.185,4136696.158,-264515.4634
70,7505,3740,3764,0.63,0.31,0.32,99.36,8314382.61,4143343.233,4169931.532,-261071.614
71,6770,3440,3330,0.57,0.29,0.28,103.31,7500115.959,3810989.497,3689126.461,-235503.6411
72,6432,3048,3383,0.54,0.26,0.28,90.11,7125664.084,3376713.95,3747842.288,-223745.8522
73,6522,3264,3258,0.55,0.27,0.27,100.19,7225370.204,3616008.639,3609361.565,-226876.6244
74,5464,2649,2815,0.46,0.22,0.24,94.11,6053269.365,2934683.482,3118585.882,-190072.658
75,4857,2394,2462,0.41,0.2,0.21,97.24,5380806.974,2652182.807,2727516.321,-168957.339
76,5073,2410,2664,0.43,0.2,0.22,90.48,5620101.663,2669908.34,2951301.169,-176471.1922
77,3672,1760,1912,0.31,0.15,0.16,92.02,4068009.719,1949808.58,2118201.139,-127735.5052
78,3810,1794,2016,0.32,0.15,0.17,88.96,4220892.438,1987475.337,2233417.101,-132536.0225
79,3219,1493,1727,0.27,0.13,0.14,86.46,3566155.579,1654013.756,1913249.669,-111977.2852
80,2884,1254,1629,0.24,0.11,0.14,76.97,3195027.241,1389238.613,1804680.782,-100323.8554
81,2427,1034,1393,0.2,0.09,0.12,74.21,2688741.718,1145512.541,1543229.177,-84426.48995
82,2199,946,1253,0.18,0.08,0.11,75.49,2436152.879,1048022.112,1388130.768,-76495.20041
83,1802,723,1078,0.15,0.06,0.09,67.07,1996338.103,800972.5019,1194257.755,-62685.01644
84,1514,647,867,0.13,0.05,0.07,74.57,1677278.517,716776.2223,960502.2949,-52666.54544
85,1333,535,798,0.11,0.04,0.07,67.01,1476758.43,592697.4945,884060.9358,-46370.21471
86,1020,376,645,0.09,0.03,0.05,58.24,1130002.7,416550.0148,714560.5308,-35482.08477
87,788,307,481,0.07,0.03,0.04,63.97,872982.4779,340108.6557,532873.8222,-27411.64981
88,584,213,371,0.05,0.02,0.03,57.36,646981.9379,235971.152,411010.7859,-20315.23285
89,417,130,286,0.03,0.01,0.02,45.53,461971.692,144019.9519,316843.8943,-14505.91113
90+,1408,441,968,0.11,0.04,0.08,45.56,1559846.864,488559.9908,1072394.719,-48979.19153
