Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
32,13996,7039,6957,1.07,0.5399107487,0.5336211221,101.18,12866279.47,6470830.323,6395449.148,-165975.0052
33,16239,8225,8014,1.25,0.6308802256,0.6146959426,102.63,14928230.38,7561099.503,7367130.872,-192574.1718
34,15413,7848,7565,1.18,0.6019632839,0.580256402,103.74,14168902.94,7214529.958,6954372.978,-182778.8479
35,19322,9899,9423,1.48,0.7592806508,0.7227701356,105.05,17762378.68,9099978.6,8662400.075,-229134.6849
36,21586,11214,10372,1.66,0.8601447841,0.7955610577,108.12,19843634.51,10308835.24,9534799.277,-255982.8852
37,20110,10152,9958,1.54,0.7786864498,0.7638061138,101.95,18486773.38,9332557.101,9154216.274,-238479.3765
38,20707,10507,10200,1.59,0.8059159307,0.7823681825,103.01,19035585.1,9658902.429,9376682.667,-245559.0477
39,20579,10348,10231,1.58,0.7937201914,0.7847459681,101.14,18917916.92,9512736.494,9405180.428,-244041.1283
40,19509,9942,9567,1.5,0.7625788696,0.7338153335,103.92,17934284.52,9139507.752,8794776.772,-231352.2704
41,18793,9558,9235,1.44,0.7331250086,0.7083500162,103.5,17276078.17,8786503.228,8489574.944,-222861.4084
42,16378,8292,8086,1.26,0.6360193107,0.6202185415,102.55,15056010.66,7622691.439,7433319.22,-194222.5375
43,15572,7885,7687,1.19,0.6048012862,0.5896141391,102.58,14315068.87,7248543.415,7066525.457,-184664.3884
44,15823,8143,7680,1.21,0.624590599,0.5890772197,106.03,14545808.81,7485718.329,7060090.479,-187640.9336
45,13471,6784,6687,1.03,0.5203515441,0.5129113761,101.45,12383656.1,6236413.256,6147242.842,-159749.1637
46,13394,6812,6582,1.03,0.5224992215,0.504857586,103.49,12312871.34,6262153.169,6050718.168,-158836.0403
47,12359,6276,6083,0.95,0.4813865405,0.4665829072,103.17,11361413.83,5769417.688,5591996.143,-146562.2384
48,11269,5617,5652,0.86,0.4308394197,0.4335240164,99.38,10359395.78,5163610.445,5195785.337,-133636.2056
49,10834,5540,5294,0.83,0.4249333069,0.4060644273,104.65,9959507.844,5092825.684,4866682.161,-128477.6512
50,11119,5424,5695,0.85,0.4160357864,0.4368222352,95.24,10221503.39,4986188.9,5235314.489,-131857.3937
51,10427,5311,5116,0.8,0.4073683742,0.3924113354,103.81,9585359.82,4882309.965,4703049.855,-123651.1417
52,10620,5439,5181,0.81,0.4171863279,0.397397015,104.98,9762781.365,4999978.14,4762803.225,-125939.8796
53,10375,5303,5072,0.8,0.4067547521,0.3890364139,104.55,9537557.124,4874955.704,4662601.42,-123034.4869
54,9500,4753,4747,0.73,0.3645682325,0.3641080159,100.13,8733184.837,4369350.266,4363834.571,-112658.0844
55,10751,5547,5204,0.82,0.4254702263,0.3991611786,106.59,9883207.387,5099260.662,4783946.725,-127493.3753
56,10268,5231,5037,0.79,0.4012321532,0.3863518172,103.85,9439193.885,4808767.356,4630426.529,-121765.6011
57,10197,5222,4975,0.78,0.4005418283,0.3815962459,104.96,9373924.819,4800493.812,4573431.007,-120923.6302
58,10104,5199,4905,0.78,0.3987776648,0.3762270525,105.99,9288431.536,4779350.312,4509081.224,-119820.7668
59,9620,4920,4700,0.74,0.3773775939,0.360502986,104.68,8843498.751,4522870.463,4320628.288,-114081.1339
60,10699,5474,5225,0.82,0.4198709246,0.4007719366,104.77,9835404.691,5032153.031,4803251.66,-126876.7205
61,8927,4559,4368,0.68,0.3496878965,0.3350376687,104.37,8206435.899,4191009.439,4015426.46,-105863.0231
62,8271,4284,3987,0.63,0.3285946366,0.305813916,107.45,7603386.504,3938206.72,3665179.784,-98083.6859
63,8480,4360,4120,0.65,0.3344240466,0.3160153835,105.83,7795516.57,4008072.199,3787444.371,-100562.1638
64,7446,3709,3737,0.57,0.2844905479,0.2866382253,99.25,6844978.347,3409619.217,3435359.13,-88300.22067
65,7837,3947,3890,0.6,0.3027458055,0.298373748,101.47,7204417.849,3628408.479,3576009.37,-92936.99025
66,6869,3475,3394,0.53,0.2665421014,0.2603291776,102.39,6314552.278,3194507.085,3120045.193,-81457.72439
67,6272,3204,3068,0.48,0.2457556526,0.2353240768,104.43,5765740.558,2945381.497,2820359.061,-74378.05319
68,6365,3129,3236,0.49,0.2400029454,0.248210141,96.69,5851233.841,2876435.3,2974798.54,-75480.91654
69,5624,2760,2864,0.43,0.2116996258,0.2196767132,96.37,5170045.423,2537220.016,2632825.408,-66693.58596
70,5708,2724,2984,0.44,0.2089383264,0.2288810448,91.29,5247265.163,2504125.842,2743139.321,-67689.7206
71,4812,2321,2491,0.37,0.1780271129,0.1910665826,93.18,4423587.94,2133654.948,2289932.992,-57064.28443
72,4622,2171,2451,0.35,0.1665216984,0.1879984721,88.58,4248924.244,1995762.556,2253161.688,-54811.12274
73,4268,1996,2272,0.33,0.1530987149,0.1742686775,87.85,3923498.198,1834888.098,2088610.1,-50613.12676
74,3841,1811,2030,0.29,0.1389087038,0.1557066089,89.21,3530964.522,1664820.815,1866143.707,-45549.44233
75,3529,1617,1912,0.27,0.1240283677,0.1466556828,84.57,3244148.346,1486479.987,1757668.359,-41849.51367
76,3022,1367,1655,0.23,0.104852677,0.1269430727,82.6,2778072.061,1256659.334,1521412.727,-35837.12958
77,2521,1158,1363,0.19,0.08882179954,0.104545866,84.96,2317511.471,1064529.267,1252982.203,-29895.89797
78,2319,986,1333,0.18,0.07562892431,0.1022447831,73.97,2131816.383,906412.6578,1225403.725,-27500.43134
79,2153,894,1259,0.17,0.06857227011,0.0965687786,71.01,1979215.469,821838.6573,1157376.812,-25531.87955
80,2063,845,1218,0.16,0.06481383472,0.09342396532,69.38,1896480.034,776793.8092,1119686.224,-24464.59243
81,1530,613,917,0.12,0.04701879371,0.07033643366,66.85,1406502.4,563520.2426,842982.1574,-18143.88096
82,1441,576,865,0.11,0.04418079148,0.06634788998,66.59,1324686.247,529506.7859,795179.4615,-17088.45259
83,1153,481,672,0.09,0.036894029,0.05154425673,71.58,1059932.854,442174.9375,617757.9169,-13673.13382
84,971,364,607,0.07,0.02791980573,0.04655857713,59.97,892623.4186,334618.8716,558004.5469,-11514.8421
85,794,300,494,0.06,0.0230108289,0.03789116492,60.73,729910.3958,275784.7843,454125.6115,-9415.844106
86,548,185,363,0.04,0.01419001115,0.02784310296,50.96,503766.8727,170067.2837,333699.589,-6498.592658
87,540,185,355,0.04,0.01419001115,0.02722948086,52.11,496412.6118,170067.2837,326345.3281,-6403.722692
88,358,125,233,0.03,0.009587845373,0.01787174378,53.65,329103.176,114910.3268,214192.8492,-4245.43097
89,263,75,188,0.02,0.005752707224,0.01442011944,39.89,241771.3276,68946.19608,172825.1315,-3118.850126
90+,744,246,498,0.06,0.01886887969,0.03819797597,49.4,683946.2651,226143.5231,457802.742,-8822.90682
