Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
65,10824,5263,5561,0.93,0.45,0.48,94.65,12993073.45,6317677.896,6675395.551,-307935.8407
66,10637,5167,5470,0.92,0.45,0.47,94.45,12768599.62,6202439.995,6566159.623,-302615.8109
67,10181,5185,4997,0.88,0.45,0.43,103.76,12221219.58,6224047.101,5998372.876,-289642.9041
68,8599,4217,4382,0.74,0.36,0.38,96.24,10322194.99,5062064.923,5260130.067,-244636.0213
69,8213,4047,4167,0.71,0.35,0.36,97.12,9858842.592,4857997.805,5002045.182,-233654.5694
70,7546,3730,3816,0.65,0.32,0.33,97.74,9058179.253,4477472.649,4580706.603,-214678.8483
71,6684,3248,3435,0.58,0.28,0.3,94.56,8023438.925,3898882.35,4123356.18,-190155.5025
72,6280,3096,3184,0.54,0.27,0.27,97.22,7538479.42,3716422.338,3822057.082,-178661.9623
73,5819,2797,3022,0.5,0.24,0.26,92.58,6985097.412,3357504.29,3627593.122,-165546.8087
74,5349,2674,2675,0.46,0.23,0.23,99.96,6420911.85,3209855.728,3211056.123,-152175.6109
75,5344,2532,2812,0.46,0.22,0.24,90.04,6414909.876,3039399.664,3375510.212,-152033.3641
76,4988,2403,2585,0.43,0.21,0.22,92.99,5987569.323,2884548.734,3103020.589,-141905.393
77,3989,1894,2095,0.34,0.16,0.18,90.42,4788374.906,2273547.774,2514827.132,-113484.4853
78,4319,2062,2256,0.37,0.18,0.19,91.41,5184505.194,2475214.103,2708090.696,-122872.7731
79,3809,1852,1957,0.33,0.16,0.17,94.63,4572303.84,2223131.192,2349172.647,-108363.601
80,3630,1669,1962,0.31,0.14,0.17,85.06,4357433.168,2003458.942,2355174.621,-103271.1661
81,3096,1390,1707,0.27,0.12,0.15,81.43,3716422.338,1668548.789,2049073.944,-88079.20942
82,2882,1278,1604,0.25,0.11,0.14,79.64,3459537.849,1534104.57,1925433.279,-81991.04701
83,2602,1165,1437,0.22,0.1,0.12,81.07,3123427.301,1398459.956,1724967.345,-74025.22704
84,2121,946,1175,0.18,0.08,0.1,80.48,2546037.397,1135573.492,1410463.904,-60341.0863
85,1735,726,1010,0.15,0.06,0.09,71.86,2082684.999,871486.6336,1212398.76,-49359.63448
86,1681,718,963,0.15,0.06,0.08,74.57,2017863.679,861883.4751,1155980.204,-47823.3692
87,1132,458,674,0.1,0.04,0.06,67.9,1358846.927,549780.824,809066.1034,-32204.67218
88,1045,385,661,0.09,0.03,0.06,58.22,1254412.579,462152.0027,793460.9708,-29729.57812
89,823,328,495,0.07,0.03,0.04,66.12,987924.9304,393729.4984,594195.432,-23413.82085
90+,2315,764,1551,0.2,0.07,0.13,49.25854288,2778913.99,917101.6365,1861812.354,-65860.26157
