Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
46,183983,92951,91032,1.08,0.55,0.54,102.11,14237919.79,7193212.863,7044706.925,-439951.7214
47,240012,120999,119014,1.41,0.71,0.7,101.67,18573844.34,9363767.611,9210154.121,-573931.7903
48,272863,137844,135019,1.61,0.81,0.79,102.09,21116089.57,10667354.13,10448735.44,-652487.1677
49,249298,123525,125773,1.47,0.73,0.74,98.21,19292461.41,9559247.549,9733213.859,-596137.0575
50,272223,138187,134037,1.6,0.81,0.79,103.1,21066561.79,10693897.92,10372741.26,-650956.7594
51,264461,133086,131374,1.56,0.78,0.77,101.3,20465882.74,10299146.08,10166659.28,-632395.7768
52,245077,122985,122092,1.44,0.72,0.72,100.73,18965810.25,9517458.488,9448351.765,-586043.5368
53,246340,123731,122609,1.45,0.73,0.72,100.91,19063550.22,9575189.301,9488360.921,-589063.7019
54,208828,104770,104058,1.23,0.62,0.61,100.68,16160603.5,8107851.574,8052751.924,-499362.6481
55,209335,106015,103321,1.23,0.62,0.61,102.61,16199838.78,8204198.574,7995717.596,-500575.0184
56,201030,103736,97294,1.18,0.61,0.57,106.62,15557138.51,8027833.262,7529305.25,-480715.58
57,172379,87412,84967,1.01,0.51,0.5,102.88,13339919.31,6764565.446,6575353.867,-412203.5068
58,169785,86697,83088,1,0.51,0.49,104.34,13139177.05,6709233.635,6429943.415,-406000.5708
59,154906,78561,76344,0.91,0.46,0.45,102.9,11987733.66,6079611.793,5908044.484,-370420.9702
60,150798,76604,74194,0.89,0.45,0.44,103.25,11669827.26,5928165.143,5741662.114,-360597.6622
61,138288,71357,66931,0.81,0.42,0.39,106.61,10701714.03,5522114.773,5179599.253,-330682.9634
62,129399,66188,63210,0.76,0.39,0.37,104.71,10013819.66,5122100.601,4891641.672,-309427.0275
63,124937,63748,61190,0.74,0.38,0.36,104.18,9668518.203,4933275.958,4735319.632,-298757.2125
64,124887,64622,60265,0.74,0.38,0.35,107.23,9664648.845,5000912.326,4663736.519,-298637.6493
65,127284,64161,63124,0.75,0.38,0.37,101.64,9850145.841,4965236.851,4884986.377,-304369.5065
66,104282,53078,51204,0.61,0.31,0.3,103.66,8070086.645,4107555.081,3962531.564,-249365.6773
67,115856,59380,56476,0.68,0.35,0.33,105.14,8965765.505,4595248.893,4370516.613,-277042.1541
68,110325,56302,54023,0.65,0.33,0.32,104.22,8537737.185,4357051.249,4180685.937,-263816.079
69,106347,53245,53102,0.63,0.31,0.31,100.27,8229891.108,4120478.735,4109412.373,-254303.6352
70,108511,53720,54790,0.64,0.32,0.32,98.05,8397356.898,4157237.631,4240041.88,-259478.3281
71,93246,45871,47375,0.55,0.27,0.28,96.83,7216042.072,3549825.9,3666216.172,-222975.7
72,97480,48325,49155,0.57,0.28,0.29,98.31,7543699.26,3739733.963,3803965.297,-233100.3071
73,82417,40327,42090,0.49,0.24,0.25,95.81,6378016.638,3120791.547,3257225.091,-197080.7141
74,73302,35784,37517,0.43,0.21,0.22,95.38,5672632.777,2769221.731,2903333.659,-175284.3528
75,76658,36892,39766,0.45,0.22,0.23,92.77,5932344.049,2854966.692,3077377.357,-183309.4311
76,59869,28081,31788,0.35,0.17,0.19,88.34,4633091.208,2173108.524,2459982.684,-143162.5183
77,59431,27677,31754,0.35,0.16,0.19,87.16,4599195.637,2141844.116,2457351.521,-142115.1452
78,51659,23844,27816,0.3,0.14,0.16,85.72,3997742.717,1845219.175,2152600.93,-123530.25
79,42552,19190,23362,0.25,0.11,0.14,82.14,3292977.953,1485059.384,1807918.569,-101753.0188
80,44232,19290,24941,0.26,0.11,0.15,77.34,3422988.363,1492798.099,1930112.877,-105770.3404
81,34761,14966,19795,0.2,0.09,0.12,75.61,2690054.678,1158176.068,1531878.609,-83122.68954
82,29709,12582,17127,0.17,0.07,0.1,73.46,2299094.802,973685.1055,1325409.697,-71042.02938
83,25489,10512,14977,0.15,0.06,0.09,70.18,1972521.034,813493.7076,1159027.327,-60950.89996
84,21919,8781,13138,0.13,0.05,0.08,66.84,1696248.913,679536.5531,1016712.36,-52414.09142
85,18124,6865,11260,0.11,0.04,0.07,60.97,1402564.684,531262.7761,871379.2949,-43339.24873
86,13312,4921,8390,0.08,0.03,0.05,58.65,1030177.724,380822.159,649278.178,-31832.49167
87,10531,3682,6849,0.06,0.02,0.04,53.76,814964.0634,284939.4817,530024.5818,-25182.38956
88,8258,2864,5395,0.05,0.02,0.03,53.08,639063.0743,221636.794,417503.6675,-19747.049
89,6357,2143,4214,0.04,0.01,0.02,50.85,491950.1046,165840.6598,326109.4448,-15201.25823
90+,19142,5593,13548,0.1,0.03,0.07,41.28,1481344.801,432826.3229,1048441.091,-45773.55436
