Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
26,14548,7165,7383,1.25,0.62,0.63,97.04,16664375.72,8207331.042,8457044.674,-504930.5842
27,16778,8481,8296,1.44,0.73,0.71,102.24,19218785.8,9714776.632,9502863.688,-582329.2096
28,14723,7365,7358,1.26,0.63,0.63,100.09,16864833.91,8436426.117,8428407.789,-511004.4674
29,14485,7143,7342,1.24,0.61,0.63,97.3,16592210.77,8182130.584,8410080.183,-502743.9863
30,15274,7603,7670,1.31,0.65,0.66,99.13,17495990.84,8709049.255,8785796.105,-530128.5223
31,15061,7317,7744,1.29,0.63,0.66,94.48,17252004.58,8381443.299,8870561.283,-522735.7388
32,14543,7165,7378,1.25,0.62,0.63,97.11,16658648.34,8207331.042,8451317.297,-504757.0447
33,16494,8133,8361,1.42,0.7,0.72,97.28,18893470.79,9316151.203,9577319.588,-572472.1649
34,17363,8615,8748,1.49,0.74,0.75,98.47,19888888.89,9868270.332,10020618.56,-602633.3333
35,18763,9252,9511,1.61,0.79,0.82,97.27,21492554.41,10597938.14,10894616.27,-651224.3986
36,20245,10012,10232,1.74,0.86,0.88,97.85,23190148.91,11468499.43,11720504.01,-702661.512
37,21041,10352,10689,1.81,0.89,0.92,96.85,24101947.31,11857961.05,12243986.25,-730289.0034
38,22005,11057,10947,1.89,0.95,0.94,101,25206185.57,12665521.19,12539518.9,-763747.4227
39,23986,11905,12081,2.06,1.02,1.04,98.54,27475372.28,13636884.31,13838487.97,-832503.7801
40,22729,11326,11403,1.95,0.97,0.98,99.32,26035509.74,12973654.07,13061855.67,-788875.945
41,24232,12095,12137,2.08,1.04,1.04,99.66,27757159.22,13854524.63,13902634.59,-841041.9244
42,20174,10003,10171,1.73,0.86,0.87,98.35,23108820.16,11458190.15,11650630.01,-700197.2509
43,22698,11225,11473,1.95,0.96,0.98,97.84,26000000,12857961.05,13142038.95,-787800
44,22522,11213,11309,1.93,0.96,0.97,99.14,25798396.33,12844215.35,12954180.99,-781691.4089
45,22299,11076,11223,1.91,0.95,0.96,98.69,25542955.33,12687285.22,12855670.1,-773951.5464
46,25843,12811,13033,2.22,1.1,1.12,98.3,29602520.05,14674684.99,14928980.53,-896956.3574
47,11032,5414,5618,0.95,0.46,0.48,96.38,12636884.31,6201603.666,6435280.641,-382897.5945
48,19147,9454,9693,1.64,0.81,0.83,97.54,21932416.95,10829324.17,11103092.78,-664552.2337
49,14046,6893,7153,1.21,0.59,0.61,96.35,16089347.08,7895761.741,8193585.338,-487507.2165
50,13224,6534,6690,1.14,0.56,0.57,97.67,15147766.32,7484536.082,7663230.241,-458977.3196
51,16902,8557,8346,1.45,0.73,0.72,102.53,19360824.74,9801832.761,9560137.457,-586632.9897
52,18528,9344,9184,1.59,0.8,0.79,101.74,21223367.7,10703321.88,10520045.82,-643068.0412
53,17356,8677,8679,1.49,0.74,0.75,99.97,19880870.56,9939289.805,9941580.756,-602390.378
54,18325,9330,8994,1.57,0.8,0.77,103.73,20990836.2,10687285.22,10302405.5,-636022.3368
55,18257,9212,9045,1.57,0.79,0.78,101.84,20912943.87,10552119.13,10360824.74,-633662.1993
56,16237,8087,8150,1.39,0.69,0.7,99.22,18599083.62,9263459.336,9335624.284,-563552.2337
57,16448,8377,8071,1.41,0.72,0.69,103.79,18840778.92,9595647.194,9245131.73,-570875.6014
58,14017,6867,7150,1.2,0.59,0.61,96.03,16056128.29,7865979.381,8190148.912,-486500.6873
59,14155,7050,7105,1.22,0.61,0.61,99.22,16214203.89,8075601.375,8138602.52,-491290.378
60,13562,6982,6580,1.16,0.6,0.56,106.11,15534937,7997709.049,7537227.95,-470708.5911
61,11589,5880,5709,0.99,0.5,0.49,102.99,13274914.09,6735395.189,6539518.9,-402229.8969
62,11288,5724,5564,0.97,0.49,0.48,102.88,12930126,6556701.031,6373424.971,-391782.8179
63,9878,4989,4889,0.85,0.43,0.42,102.05,11315005.73,5714776.632,5600229.095,-342844.6735
64,9374,4774,4600,0.8,0.41,0.39,103.77,10737686.14,5468499.427,5269186.712,-325351.89
65,9093,4678,4416,0.78,0.4,0.38,105.93,10415807.56,5358533.792,5058419.244,-315598.9691
66,7952,4030,3921,0.68,0.35,0.34,102.78,9108820.16,4616265.75,4491408.935,-275997.2509
67,7802,3899,3902,0.67,0.33,0.33,99.93,8936998.855,4466208.477,4469644.903,-270791.0653
68,7841,3908,3932,0.67,0.34,0.34,99.38,8981672.394,4476517.755,4504009.164,-272144.6735
69,7427,3761,3666,0.64,0.32,0.31,102.6,8507445.59,4308132.875,4199312.715,-257775.6014
70,6680,3345,3335,0.57,0.29,0.29,100.29,7651775.487,3831615.12,3820160.367,-231848.7973
71,7173,3624,3549,0.62,0.31,0.3,102.11,8216494.845,4151202.749,4065292.096,-248959.7938
72,6524,3259,3265,0.56,0.28,0.28,99.82,7473081.329,3733104.238,3739977.09,-226434.3643
73,6217,3087,3130,0.53,0.27,0.27,98.64,7121420.389,3536082.474,3585337.915,-215779.0378
74,5898,2943,2955,0.51,0.25,0.25,99.58,6756013.746,3371134.021,3384879.725,-204707.2165
75,5419,2641,2777,0.47,0.23,0.24,95.09,6207331.042,3025200.458,3180985.109,-188082.1306
76,5209,2595,2614,0.45,0.22,0.22,99.29,5966781.214,2972508.591,2994272.623,-180793.4708
77,4307,2110,2197,0.37,0.18,0.19,96.05,4933562.428,2416953.036,2516609.393,-149486.9416
78,3746,1803,1943,0.32,0.15,0.17,92.8,4290950.745,2065292.096,2225658.648,-130015.8076
79,3848,1847,2000,0.33,0.16,0.17,92.35,4407789.233,2115693.013,2290950.745,-133556.0137
80,2986,1379,1608,0.26,0.12,0.14,85.75,3420389.462,1579610.538,1841924.399,-103637.8007
81,2768,1270,1498,0.24,0.11,0.13,84.76,3170675.83,1454753.723,1715922.108,-96071.47766
82,2371,997,1374,0.2,0.09,0.12,72.52,2715922.108,1142038.946,1573883.162,-82292.43986
83,1905,795,1110,0.16,0.07,0.1,71.66,2182130.584,910652.921,1271477.663,-66118.5567
84,1763,737,1025,0.15,0.06,0.09,71.9,2019473.081,844215.3494,1174112.257,-61190.03436
85,1411,593,818,0.12,0.05,0.07,72.54,1616265.75,679266.8958,936998.8545,-48972.85223
86,1100,482,617,0.09,0.04,0.05,78.17,1260022.91,552119.1294,706758.3047,-38178.69416
87,924,389,535,0.08,0.03,0.05,72.62,1058419.244,445589.9198,612829.3242,-32070.10309
88,729,274,455,0.06,0.02,0.04,60.1,835051.5464,313860.252,521191.2944,-25302.06186
89,625,233,392,0.05,0.02,0.03,59.28,715922.1077,266895.7617,449026.3459,-21692.43986
90+,1483,444,1038,0.12,0.04,0.1,42.77,1698739.977,508591.0653,1189003.436,-51471.82131
