Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
20,15125,7694,7430,1.21,0.61,0.59,103.55,15782776.63,8028607.167,7753125.975,-481374.6873
21,14828,7350,7477,1.18,0.59,0.6,98.31,15472860.29,7669646.826,7802169.975,-471922.2389
22,17585,8587,8998,1.4,0.69,0.72,95.44,18349760.47,8960443.169,9389317.298,-559667.6943
23,16215,7989,8226,1.29,0.64,0.66,97.12,16920180.04,8336436.53,8583743.509,-516065.4912
24,15851,7543,8308,1.27,0.6,0.66,90.8,16540349.91,7871040.273,8669309.637,-504480.6723
25,17088,8298,8791,1.36,0.66,0.7,94.39,17831146.25,8658874.743,9173315,-543849.9607
26,17429,8561,8867,1.39,0.68,0.71,96.55,18186976.13,8933312.446,9252620.191,-554702.7719
27,16186,7941,8245,1.29,0.63,0.66,96.31,16889918.85,8286349.04,8603569.807,-515142.5248
28,18955,9474,9481,1.51,0.76,0.76,99.93,19779340.9,9886018.235,9893322.661,-603269.8973
29,18831,9256,9575,1.5,0.74,0.76,96.67,19649948.21,9658537.554,9991410.661,-599323.4206
30,21670,10759,10911,1.73,0.86,0.87,98.6,22612414.52,11226902.07,11385512.45,-689678.6428
31,21866,11109,10758,1.75,0.89,0.86,103.26,22816938.43,11592123.35,11225858.58,-695916.6223
32,23554,11788,11766,1.88,0.94,0.94,100.19,24578348.48,12300652.62,12277695.86,-749639.6287
33,24224,12157,12068,1.93,0.97,0.96,100.73,25277486.36,12685700.2,12592829.65,-770963.3338
34,26639,13198,13442,2.13,1.05,1.07,98.18,27797513.17,13771972.63,14026584.03,-847824.1517
35,24739,12270,12469,1.97,0.98,1,98.4,25814883.38,12803614.5,13011268.88,-787353.943
36,27374,13757,13617,2.18,1.1,1.09,101.03,28564477.85,14355283.18,14209194.67,-871216.5745
37,21441,10618,10822,1.71,0.85,0.86,98.12,22373455.46,11079770.07,11292641.9,-682390.3914
38,24728,12445,12284,1.97,0.99,0.98,101.31,25803404.99,12986225.14,12818223.35,-787003.8523
39,24293,12401,11892,1.94,0.99,0.95,104.28,25349487.12,12940311.6,12409175.52,-773159.3572
40,24719,12414,12306,1.97,0.99,0.98,100.88,25794013.59,12953876.97,12841180.11,-786717.4145
41,27926,13974,13951,2.23,1.12,1.11,100.16,29140483.98,14581720.37,14557720.12,-888784.7614
42,21092,10605,10488,1.68,0.85,0.84,101.12,22009277.67,11066204.71,10944116.45,-671282.9688
43,11936,6003,5933,0.95,0.48,0.47,101.18,12455089.05,6264066.653,6191022.397,-379880.216
44,14922,7562,7360,1.19,0.6,0.59,102.74,15570948.29,7890866.571,7680081.72,-474913.9229
45,13781,7063,6719,1.1,0.56,0.54,105.11,14380326.93,7370165.378,7011205.037,-438599.9713
46,18131,9322,8809,1.45,0.74,0.7,105.83,18919505.66,9727407.852,9192097.808,-577044.9226
47,19886,10070,9816,1.59,0.8,0.78,102.58,20750829.49,10507937.9,10242891.6,-632900.2996
48,18597,9150,9447,1.48,0.73,0.75,96.85,19405771.7,9547927.681,9857844.022,-591876.037
49,19214,9716,9498,1.53,0.78,0.76,102.29,20049604.64,10138542.66,9911061.98,-611512.9416
50,20085,10139,9946,1.6,0.81,0.79,101.94,20958483.88,10579938.66,10378545.22,-639233.7583
51,17780,8919,8861,1.42,0.71,0.71,100.65,18553240.89,9306881.638,9246359.255,-565873.8472
52,18010,9059,8951,1.44,0.72,0.71,101.21,18793243.45,9452970.149,9340273.298,-573193.9251
53,15484,8002,7481,1.24,0.64,0.6,106.96,16157389.31,8350001.891,7806343.933,-492800.3741
54,15079,7755,7323,1.2,0.62,0.58,105.9,15734776.12,8092260.018,7641472.613,-479910.6717
55,14843,7567,7276,1.18,0.6,0.58,104,15488512.63,7896084.018,7592428.613,-472399.6352
56,12771,6545,6225,1.02,0.52,0.5,105.14,13326402.67,6829637.888,6495721.291,-406455.2814
57,12367,6274,6093,0.99,0.5,0.49,102.96,12904832.97,6546852.27,6357980.695,-393597.4054
58,11549,5947,5602,0.92,0.47,0.45,106.15,12051258.67,6205631.248,5845627.418,-367563.3893
59,10245,5126,5119,0.82,0.41,0.41,100.14,10690548.53,5348926.48,5341622.055,-326061.7303
60,10615,5416,5198,0.85,0.43,0.41,104.19,11076639.6,5651538.396,5424057.714,-337837.5078
61,9511,4803,4708,0.76,0.38,0.38,102.03,9924627.342,5011879.416,4912747.926,-302701.1339
62,9193,4677,4516,0.73,0.37,0.36,103.56,9592797.724,4880399.756,4712397.968,-292580.3306
63,9257,4753,4504,0.74,0.38,0.36,105.53,9659581.043,4959704.947,4699876.096,-294617.2218
64,9023,4616,4407,0.72,0.37,0.35,104.75,9415404.532,4816746.905,4598657.627,-287169.8382
65,7779,3889,3890,0.62,0.31,0.31,99.99,8117303.763,4058130.137,4059173.626,-247577.7648
66,8625,4298,4327,0.69,0.34,0.35,99.33,9000095.765,4484917.287,4515178.478,-274502.9208
67,8124,4182,3942,0.65,0.33,0.31,106.09,8477307.594,4363872.521,4113435.073,-258557.8816
68,8010,3998,4012,0.64,0.32,0.32,99.65,8358349.806,4171870.478,4186479.329,-254929.6691
69,7525,3743,3782,0.6,0.3,0.3,98.96,7852257.465,3905780.69,3946476.775,-239493.8527
70,7593,3777,3817,0.61,0.3,0.3,98.96,7923214.741,3941259.328,3982998.903,-241658.0496
71,7144,3566,3578,0.57,0.28,0.29,99.66,7454688.017,3721083.072,3733604.945,-227367.9845
72,6282,3112,3169,0.5,0.25,0.25,98.21,6555200.185,3247338.901,3306817.795,-199933.6056
73,5720,2817,2904,0.46,0.22,0.23,97.02,5968759.163,2939509.539,3030293.113,-182047.1545
74,5798,2823,2975,0.46,0.23,0.24,94.9,6050151.333,2945770.475,3104380.858,-184529.6157
75,4550,2221,2330,0.36,0.18,0.19,95.31,4747876.607,2317589.878,2431330.218,-144810.2365
76,4530,2171,2359,0.36,0.17,0.19,92.02,4727006.819,2265415.409,2461591.41,-144173.708
77,3744,1837,1908,0.3,0.15,0.15,96.3,3906824.179,1916889.962,1990977.707,-119158.1375
78,3329,1572,1757,0.27,0.13,0.14,89.5,3473776.093,1640365.28,1833410.813,-105950.1708
79,3005,1311,1694,0.24,0.1,0.14,77.36,3135685.539,1368014.556,1767670.983,-95638.40894
80,3002,1291,1711,0.24,0.1,0.14,75.47,3132555.071,1347144.769,1785410.302,-95542.92966
81,2337,979,1358,0.19,0.08,0.11,72.12,2438634.644,1021576.087,1417058.556,-74378.35664
82,1957,799,1158,0.16,0.06,0.09,69.02,2042108.686,833748.0019,1208360.684,-62284.31491
83,1737,729,1007,0.14,0.06,0.08,72.38,1812541.025,760703.7464,1050793.79,-55282.50127
84,1436,588,848,0.11,0.05,0.07,69.31,1498450.727,613571.7461,884878.9807,-45702.74717
85,1069,416,653,0.09,0.03,0.05,63.6,1115490.13,434091.5755,681398.5547,-34022.44897
86,911,331,580,0.07,0.03,0.05,57.07,950618.8107,345394.9795,605223.8312,-28993.87373
87,729,259,470,0.06,0.02,0.04,55.24,760703.7464,270263.7453,490440.0011,-23201.46427
88,610,215,394,0.05,0.02,0.03,54.55,636528.5121,224350.2133,411134.8094,-19414.11962
89,408,127,281,0.03,0.01,0.02,45.16,425743.6605,132523.1492,293220.5113,-12985.18165
90+,1350,419,930,0.11,0.04,0.07,45.05,1408710.642,437222.0435,970445.1086,-42965.67457
