Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
37,17226144,8870602,8355542,1.52,0.78,0.74,106.16,17226144,8870602,8355542,-168816.2112
38,16887297,8704522,8182775,1.49,0.77,0.72,106.38,16887297,8704522,8182775,-165495.5106
39,14530609,7490011,7040598,1.29,0.66,0.62,106.38,14530609,7490011,7040598,-142399.9682
40,15342107,8042718,7299389,1.36,0.71,0.65,110.18,15342107,8042718,7299389,-150352.6486
41,13010398,6805059,6205339,1.15,0.6,0.55,109.66,13010398,6805059,6205339,-127501.9004
42,12392389,6496011,5896378,1.1,0.57,0.52,110.17,12392389,6496011,5896378,-121445.4122
43,11950704,6264508,5686196,1.06,0.55,0.5,110.17,11950704,6264508,5686196,-117116.8992
44,11012066,5727681,5284385,0.97,0.51,0.47,108.39,11012066,5727681,5284385,-107918.2468
45,10465110,5481782,4983328,0.93,0.48,0.44,110,10465110,5481782,4983328,-102558.078
46,9953414,5250473,4702941,0.88,0.46,0.42,111.64,9953414,5250473,4702941,-97543.4572
47,9445561,4982722,4462839,0.84,0.44,0.39,111.65,9445561,4982722,4462839,-92566.4978
48,9670367,5088847,4581520,0.86,0.45,0.41,111.07,9670367,5088847,4581520,-94769.5966
49,9553489,5052076,4501413,0.85,0.45,0.4,112.23,9553489,5052076,4501413,-93624.1922
50,9248199,4875474,4372725,0.82,0.43,0.39,111.5,9248199,4875474,4372725,-90632.3502
51,8942550,4738952,4203598,0.79,0.42,0.37,112.74,8942550,4738952,4203598,-87636.99
52,9233016,4919285,4313731,0.82,0.44,0.38,114.04,9233016,4919285,4313731,-90483.5568
53,9098119,4810911,4287208,0.8,0.43,0.38,112.22,9098119,4810911,4287208,-89161.5662
54,9097675,4765733,4331942,0.8,0.42,0.38,110.01,9097675,4765733,4331942,-89157.215
55,8804360,4580456,4223904,0.78,0.41,0.37,108.44,8804360,4580456,4223904,-86282.728
56,8802518,4618277,4184241,0.78,0.41,0.37,110.37,8802518,4618277,4184241,-86264.6764
57,8620744,4525324,4095420,0.76,0.4,0.36,110.5,8620744,4525324,4095420,-84483.2912
58,7846915,4106208,3740707,0.69,0.36,0.33,109.77,7846915,4106208,3740707,-76899.767
59,7634798,4009672,3625126,0.68,0.35,0.32,110.61,7634798,4009672,3625126,-74821.0204
60,7730945,4019833,3711112,0.68,0.36,0.33,108.32,7730945,4019833,3711112,-75763.261
61,6966479,3585188,3381291,0.62,0.32,0.3,106.03,6966479,3585188,3381291,-68271.4942
62,7060132,3635374,3424758,0.62,0.32,0.3,106.15,7060132,3635374,3424758,-69189.2936
63,6233873,3200259,3033614,0.55,0.28,0.27,105.49,6233873,3200259,3033614,-61091.9554
64,5984825,3041294,2943531,0.53,0.27,0.26,103.32,5984825,3041294,2943531,-58651.285
65,6169042,3058844,3110198,0.55,0.27,0.28,98.35,6169042,3058844,3110198,-60456.6116
66,5696874,2813087,2883787,0.5,0.25,0.26,97.55,5696874,2813087,2883787,-55829.3652
67,4989630,2448512,2541118,0.44,0.22,0.22,96.36,4989630,2448512,2541118,-48898.374
68,4885527,2384722,2500805,0.43,0.21,0.22,95.36,4885527,2384722,2500805,-47878.1646
69,4591447,2212320,2379127,0.41,0.2,0.21,92.99,4591447,2212320,2379127,-44996.1806
70,4452357,2108722,2343635,0.39,0.19,0.21,89.98,4452357,2108722,2343635,-43633.0986
71,3732596,1741629,1990967,0.33,0.15,0.18,87.48,3732596,1741629,1990967,-36579.4408
72,3529123,1630231,1898892,0.31,0.14,0.17,85.85,3529123,1630231,1898892,-34585.4054
73,3301436,1506451,1794985,0.29,0.13,0.16,83.93,3301436,1506451,1794985,-32354.0728
74,3035068,1357171,1677897,0.27,0.12,0.15,80.89,3035068,1357171,1677897,-29743.6664
75,2736912,1209315,1527597,0.24,0.11,0.14,79.16,2736912,1209315,1527597,-26821.7376
76,2614032,1140595,1473437,0.23,0.1,0.13,77.41,2614032,1140595,1473437,-25617.5136
77,2123063,906767,1216296,0.19,0.08,0.11,74.55,2123063,906767,1216296,-20806.0174
78,1846321,774071,1072250,0.16,0.07,0.09,72.19,1846321,774071,1072250,-18093.9458
79,1613596,658356,955240,0.14,0.06,0.08,68.92,1613596,658356,955240,-15813.2408
80,1494781,586258,908523,0.13,0.05,0.08,64.53,1494781,586258,908523,-14648.8538
81,1236185,469224,766961,0.11,0.04,0.07,61.18,1236185,469224,766961,-12114.613
82,1029258,380639,648619,0.09,0.03,0.06,58.68,1029258,380639,648619,-10086.7284
83,852655,304110,548545,0.08,0.03,0.05,55.44,852655,304110,548545,-8356.019
84,739811,253723,486088,0.07,0.02,0.04,52.2,739811,253723,486088,-7250.1478
85,593736,197370,396366,0.05,0.02,0.04,49.79,593736,197370,396366,-5818.6128
86,467819,150705,317114,0.04,0.01,0.03,47.52,467819,150705,317114,-4584.6262
87,362274,113341,248933,0.03,0.01,0.02,45.53,362274,113341,248933,-3550.2852
88,277790,84378,193412,0.02,0.01,0.02,43.63,277790,84378,193412,-2722.342
89,205925,59952,145973,0.02,0.01,0.01,41.07,205925,59952,145973,-2018.065
90+,473982,125173,348812,0.05,0.011,0.06,35.89,473982,125173,348812,-4645.0236
