Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
33,26427,13283,13144,2.12,1.07,1.05,101.05,27812071.61,13979178.38,13832893.22,-567366.2608
34,21650,10887,10762,1.75,0.88,0.86,101.16,22784703.16,11457601.07,11326049.67,-464807.9444
35,24564,12570,11994,1.97,1.01,0.96,104.81,25851429.48,13228809.18,12622620.31,-527369.1615
36,24478,12446,12032,1.97,1.01,0.96,103.44,25760922.12,13098310.18,12662611.93,-525522.8112
37,24347,12200,12147,1.98,1,0.98,100.44,25623056.25,12839417.02,12783639.23,-522710.3474
38,27601,14072,13530,2.25,1.15,1.1,104.01,29047602.39,14809530.85,14239123.96,-592571.0888
39,19137,9701,9436,1.57,0.8,0.77,102.81,20139993.73,10209441.35,9930552.378,-410855.8721
40,11993,6022,5972,1.04,0.53,0.51,100.84,12621567.9,6337620.435,6284999.873,-257479.9851
41,14827,7569,7258,1.29,0.66,0.63,104.29,15604101.33,7965700.609,7638400.716,-318323.667
42,13744,7226,6518,1.16,0.61,0.56,110.87,14464339.96,7604723.557,6859616.405,-295072.5352
43,17881,9151,8731,1.48,0.76,0.72,104.81,18818165.23,9630615.177,9188602.46,-383890.5706
44,19225,9912,9313,1.56,0.8,0.76,106.43,20232605.92,10431500.12,9801105.797,-412745.1608
45,17750,8986,8764,1.46,0.74,0.72,102.53,18680299.35,9456967.324,9223332.031,-381078.1068
46,18890,9577,9313,1.53,0.77,0.75,102.83,19880048.16,10078942.36,9801105.797,-405552.9824
47,18662,9541,9121,1.49,0.76,0.73,104.59,19640098.4,10041055.56,9599042.84,-400658.0073
48,17147,8786,8360,1.37,0.7,0.67,105.1,18045695.38,9246485.078,8798157.893,-368132.1858
49,16872,8706,8166,1.34,0.69,0.65,106.61,17756282.29,9162292.179,8593990.114,-362228.1588
50,15564,7685,7879,1.25,0.61,0.63,97.53,16379728.4,8087780.312,8291948.091,-334146.4594
51,14655,7445,7210,1.18,0.6,0.58,103.27,15423086.59,7835201.617,7587884.977,-314630.9665
52,14064,7336,6728,1.12,0.58,0.54,109.05,14801111.56,7720488.792,7080622.764,-301942.6757
53,12302,6327,5975,0.97,0.5,0.47,105.9,12946762.97,6658605.86,6288157.107,-264113.9645
54,12079,6134,5944,0.97,0.49,0.48,103.2,12712075.26,6455490.492,6255532.359,-259326.3353
55,10909,5553,5356,0.87,0.44,0.43,103.69,11480754.12,5844039.567,5636714.555,-234207.3841
56,10246,5274,4972,0.82,0.42,0.4,106.06,10783005.48,5550416.834,5232588.642,-219973.3117
57,9818,5091,4727,0.79,0.41,0.38,107.7,10332573.47,5357825.578,4974747.89,-210784.4988
58,9114,4625,4488,0.74,0.37,0.37,103.05,9591675.962,4867401.945,4723221.606,-195670.1896
59,8819,4432,4387,0.72,0.36,0.36,101.04,9281214.648,4664286.577,4616928.071,-189336.7788
60,9472,4805,4667,0.77,0.39,0.38,102.97,9968439.182,5056835.966,4911603.216,-203356.1593
61,9018,4669,4349,0.73,0.38,0.36,107.35,9490644.483,4913708.039,4576936.445,-193609.1475
62,7940,3969,3971,0.66,0.32,0.33,99.95,8356145.176,4177020.177,4179124.999,-170465.3616
63,8851,4585,4265,0.72,0.37,0.35,107.5,9314891.808,4825305.495,4488533.901,-190023.7929
64,8512,4373,4138,0.7,0.36,0.34,105.67,8958124.4,4602194.314,4354877.675,-182745.7378
65,8509,4347,4162,0.69,0.35,0.34,104.46,8954967.167,4574831.622,4380135.544,-182681.3302
66,7735,3848,3887,0.62,0.31,0.31,98.99,8140400.874,4049678.418,4090722.456,-166064.1778
67,7530,3814,3716,0.61,0.31,0.3,102.65,7924656.571,4013896.436,3910760.135,-161662.9941
68,7707,3885,3821,0.61,0.31,0.3,101.67,8110933.359,4088617.633,4021263.315,-165463.0405
69,6546,3279,3267,0.52,0.26,0.26,100.34,6889083.92,3450856.427,3438227.492,-140537.312
70,6410,3152,3258,0.51,0.25,0.26,96.75,6745955.992,3317200.201,3428755.791,-137617.5022
71,6240,3115,3125,0.49,0.25,0.24,99.68,6567046.083,3278260.985,3288785.098,-133967.7401
72,5204,2594,2610,0.41,0.2,0.21,99.36,5476748.047,2729954.734,2746793.314,-111725.6602
73,5236,2529,2707,0.41,0.2,0.21,93.42,5510425.207,2661548.004,2848877.203,-112412.6742
74,4572,2167,2406,0.35,0.17,0.18,90.07,4811624.149,2280575.138,2532101.422,-98157.13264
75,4027,1918,2108,0.32,0.16,0.17,90.99,4238060.028,2018524.742,2218482.875,-86456.42458
76,3974,1837,2137,0.31,0.14,0.16,85.99,4182282.233,1933279.432,2249002.801,-85318.55755
77,3309,1484,1826,0.26,0.12,0.14,81.28,3482428.764,1561778.267,1921702.908,-71041.54679
78,3101,1379,1722,0.24,0.11,0.13,80.06,3263527.228,1451275.088,1812252.14,-66575.95545
79,2659,1163,1497,0.21,0.09,0.12,77.66,2798361.464,1223954.262,1575459.613,-57086.57386
80,2456,1020,1436,0.19,0.08,0.11,71.01,2584721.984,1073459.456,1511262.528,-52728.32847
81,1941,843,1098,0.15,0.07,0.08,76.81,2042730.2,887182.6679,1155547.532,-41671.69608
82,1580,617,964,0.12,0.05,0.07,63.99,1662809.745,649337.7297,1014524.427,-33921.31881
83,1371,535,836,0.11,0.04,0.06,64.01,1442855.798,563040.0087,879815.7893,-29434.25828
84,1199,461,738,0.09,0.04,0.05,62.54,1261841.066,485161.5776,776679.4887,-25741.55775
85,982,358,625,0.07,0.03,0.05,57.32,1033467.829,376763.2208,657757.0195,-21082.74371
86,737,261,476,0.06,0.02,0.04,54.92,775627.0774,274679.3314,500947.7461,-15822.79238
87,642,245,396,0.05,0.02,0.03,61.91,675648.0105,257840.7517,416754.8476,-13783.21941
88,484,134,351,0.04,0.01,0.03,38.1,509367.0359,141023.105,369396.3422,-10391.08753
89,362,99,264,0.03,0.01,0.02,37.38,380972.8657,104188.7119,277836.565,-7771.846461
90+,1113,313,800,0.09,0.03,0.05,39.125,1171333.7,329404.7154,841928.985,-23895.20749
