Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
39,28384,14186,14198,2.24,1.14,1.11,99.92,29135201.99,14561442.2,14573759.79,-734207.0901
40,21959,11278,10681,1.77,0.91,0.85,105.6,22540159.97,11576479.99,10963679.98,-568012.0312
41,11959,5948,6011,0.99,0.5,0.49,98.94,12275503.12,6105417.892,6170085.23,-309342.6787
42,15319,7888,7431,1.3,0.68,0.62,106.16,15724427.82,8096761.32,7627666.502,-396255.5811
43,13873,7073,6800,1.15,0.59,0.56,104.01,14240158.44,7260191.787,6979966.655,-358851.9927
44,17850,9191,8659,1.46,0.75,0.71,106.14,18322412.47,9434246.106,8888166.362,-461724.7942
45,20205,10334,9871,1.6,0.82,0.78,104.69,20739739.16,10607496.38,10132242.77,-522641.4267
46,18229,9388,8841,1.43,0.73,0.7,106.19,18711442.96,9636459.846,9074983.117,-471528.3627
47,19153,9777,9375,1.52,0.78,0.74,104.29,19659897.26,10035755,9623115.792,-495429.4108
48,19532,9893,9639,1.52,0.77,0.75,102.64,20048927.75,10154825.02,9894102.733,-505232.9793
49,17460,8823,8636,1.35,0.68,0.66,102.16,17922090.85,9056506.735,8864557.652,-451636.6895
50,18707,9322,9385,1.44,0.72,0.72,99.33,19202093.56,9568713.111,9633380.449,-483892.7577
51,15190,7762,7428,1.16,0.59,0.57,104.49,15592013.75,7967426.643,7624587.105,-392918.7464
52,15005,7778,7227,1.17,0.6,0.57,107.62,15402117.6,7983850.094,7418267.502,-388133.3634
53,14674,7447,7227,1.13,0.57,0.56,103.05,15062357.45,7644089.953,7418267.502,-379571.4079
54,12994,6645,6349,0.97,0.49,0.48,104.66,13337895.1,6820864.474,6517030.631,-336114.9566
55,12596,6425,6171,0.97,0.49,0.48,104.13,12929361.76,6595042.023,6334319.739,-325819.9164
56,11477,5848,5629,0.88,0.44,0.44,103.89,11780746.66,6002771.323,5777975.338,-296874.8159
57,10434,5319,5115,0.8,0.4,0.39,103.98,10710142.95,5459770.976,5250371.976,-269895.6024
58,10232,5286,4945,0.78,0.39,0.39,106.89,10502796.88,5425897.608,5075872.81,-264670.4815
59,9387,4733,4654,0.72,0.36,0.35,101.69,9635433.381,4858262.085,4777171.296,-242812.9212
60,10111,5202,4909,0.79,0.4,0.39,105.96,10378594.54,5339674.491,5038920.045,-261540.5823
61,9283,4751,4532,0.72,0.36,0.35,104.83,9528680.949,4876738.467,4651942.482,-240122.7599
62,9238,4804,4434,0.73,0.37,0.36,108.34,9482489.994,4931141.148,4551348.845,-238958.7478
63,7990,4024,3967,0.64,0.32,0.32,101.44,8201460.819,4130497.915,4071989.371,-206676.8126
64,9168,4586,4582,0.72,0.36,0.36,100.09,9410637.396,4707371.629,4703265.766,-237148.0624
65,8739,4380,4359,0.69,0.35,0.35,100.46,8970283.617,4495919.698,4474363.919,-226051.1472
66,8384,4329,4055,0.66,0.34,0.32,106.74,8605888.299,4443569.948,4162318.351,-216868.3851
67,8040,3991,4049,0.62,0.31,0.31,98.57,8252784.104,4096624.547,4156159.557,-207970.1594
68,7675,3795,3880,0.6,0.3,0.3,97.82,7878124.129,3895437.273,3982686.856,-198528.728
69,7372,3754,3618,0.58,0.29,0.29,103.77,7567105.026,3853352.18,3713752.847,-190691.0467
70,7198,3579,3619,0.56,0.28,0.28,98.91,7388499.997,3673720.685,3714779.312,-186190.1999
71,6072,3050,3022,0.47,0.24,0.24,100.93,6232699.636,3130720.338,3101979.299,-157064.0308
72,6377,3097,3279,0.49,0.24,0.25,94.45,6545771.67,3178964.225,3365780.98,-164953.4461
73,5078,2448,2630,0.39,0.19,0.2,93.05,5212392.746,2512787.996,2699604.75,-131352.2972
74,5244,2537,2706,0.4,0.2,0.21,93.77,5382786.05,2604143.442,2777616.142,-135646.2085
75,4648,2279,2369,0.36,0.18,0.18,96.18,4771012.502,2339315.295,2431697.207,-120229.515
76,3909,1818,2091,0.3,0.14,0.16,86.94,4012454.361,1866114.614,2146339.746,-101113.8499
77,3634,1669,1965,0.27,0.13,0.14,84.91,3730176.298,1713171.227,2017005.07,-94000.4427
78,3396,1502,1894,0.25,0.12,0.14,79.32,3485877.465,1541751.458,1944126.006,-87844.11211
79,2735,1137,1598,0.21,0.09,0.12,71.17,2807383.647,1167091.483,1640292.164,-70746.06791
80,2770,1197,1574,0.21,0.09,0.11,76.03,2843309.946,1228679.424,1615656.987,-71651.41064
81,2155,963,1192,0.16,0.07,0.09,80.73,2212033.55,988486.4542,1223547.096,-55743.24546
82,1825,723,1102,0.14,0.06,0.08,65.61,1873299.874,742134.6899,1131165.184,-47207.15683
83,1531,602,929,0.11,0.05,0.07,64.77,1571518.963,617932.3421,953586.6209,-39602.27787
84,1320,511,809,0.09,0.04,0.06,63.15,1354934.704,524523.9648,830410.7388,-34144.35453
85,1056,399,657,0.08,0.03,0.05,60.72,1083947.763,409559.8081,674387.9547,-27315.48362
86,882,310,573,0.06,0.02,0.04,54.06,905342.7338,318204.3622,588164.8372,-22814.63689
87,595,186,409,0.05,0.02,0.03,45.33,610747.0823,190922.6173,419824.465,-15390.82647
88,564,205,359,0.04,0.02,0.03,57.05,578926.6461,210425.4653,368501.1807,-14588.95148
89,378,138,240,0.03,0.01,0.02,57.5,388004.0288,141652.2645,246351.7643,-9777.701525
90+,1190,356,835,0.1,0.03,0.06,42.63,1221494.165,365421.7837,857098.8466,-30781.65295
,1258952,,,,,,,1292271026,,,
