Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
69,7612,3783,3829,0.59,0.3,0.29,98.8,7849823.292,3901193.052,3948630.24,-235494.6988
70,8255,4132,4123,0.65,0.32,0.32,100.21,8512912.674,4261096.932,4251815.743,-255387.3802
71,6396,3302,3094,0.5,0.26,0.24,106.75,6595831.552,3405165.07,3190666.483,-197874.9466
72,6000,3033,2967,0.47,0.24,0.23,102.21,6187459.242,3127760.647,3059698.595,-185623.7773
73,6136,3062,3074,0.48,0.24,0.23,99.6,6327708.318,3157666.7,3170041.618,-189831.2496
74,4697,2305,2393,0.36,0.18,0.19,96.32,4843749.344,2377015.592,2467764.994,-145312.4803
75,5028,2379,2649,0.39,0.19,0.2,89.81,5185090.845,2453327.59,2731763.255,-155552.7254
76,4170,2001,2169,0.32,0.16,0.17,92.27,4300284.173,2063517.657,2236766.516,-129008.5252
77,3648,1710,1938,0.28,0.13,0.15,88.22,3761975.219,1763425.884,1998549.335,-112859.2566
78,3428,1564,1864,0.26,0.12,0.14,83.92,3535101.714,1612864.376,1922237.338,-106053.0514
79,3037,1379,1658,0.22,0.1,0.12,83.19,3131885.62,1422084.383,1709801.237,-93956.56859
80,2803,1214,1589,0.21,0.1,0.12,76.39,2890574.709,1251929.253,1638645.456,-86717.24128
81,2122,956,1166,0.16,0.07,0.09,82.02,2188298.085,985868.5059,1202429.579,-65648.94256
82,1987,814,1173,0.15,0.06,0.09,69.45,2049080.252,839431.9705,1209648.282,-61472.40757
83,1628,672,956,0.12,0.05,0.07,70.32,1678863.941,692995.4351,985868.5059,-50365.91823
84,1292,480,812,0.1,0.04,0.06,59.15,1332366.224,494996.7394,837369.4841,-39970.98671
85,1093,419,673,0.08,0.03,0.05,62.23,1127148.825,432090.9038,694026.6783,-33814.46476
86,928,356,572,0.07,0.03,0.04,62.31,956993.6961,367122.5817,589871.1144,-28709.81088
87,657,232,425,0.05,0.02,0.03,54.62,677526.787,239248.424,438278.363,-20325.80361
88,555,172,382,0.04,0.01,0.03,45.06,572339.9799,177373.8316,393934.9051,-17170.1994
89,455,150,304,0.03,0.01,0.02,49.33,469215.6592,154686.4811,313497.9349,-14076.46978
90+,1223,385,837,0.11,0.02,0.07,46.00,1261210.442,397028.6347,863150.5643,-37836.31327
