Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
40,328707,168267,160440,1.54,0.79,0.75,104.88,21326075.28,10916940.34,10409134.94,-494764.9465
41,352380,180221,172158,1.65,0.85,0.81,104.68,22861948.2,11692500.05,11169383.28,-530397.1983
42,369934,189309,180625,1.74,0.89,0.85,104.81,24000828.5,12282117.46,11718711.03,-556819.2211
43,382244,194533,187711,1.79,0.91,0.88,103.63,24799485.01,12621043.67,12178441.34,-575348.0523
44,391681,199856,191825,1.84,0.94,0.9,104.19,25411745.09,12966392.87,12445352.22,-589552.486
45,417275,212824,204451,1.96,1,0.96,104.1,27072249.95,13807739.55,13264510.39,-628076.1987
46,385266,196057,189209,1.81,0.92,0.89,103.62,24995548.37,12719918.78,12275629.6,-579896.7223
47,415144,210535,204610,1.95,0.99,0.96,102.9,26933993.48,13659232.26,13274826.1,-624868.6488
48,329775,167275,162500,1.55,0.78,0.76,102.94,21395365.71,10852580.7,10542785.01,-496372.4844
49,373656,189356,184300,1.75,0.89,0.86,102.74,24242306.93,12285166.76,11957140.17,-562421.5209
50,365713,187672,178041,1.72,0.88,0.84,105.41,23726975.6,12175911.07,11551064.53,-550465.834
51,358344,179373,178971,1.68,0.84,0.84,100.22,23248884.63,11637482.93,11611401.7,-539374.1234
52,415136,211486,203650,1.95,0.99,0.96,103.85,26933474.46,13720931.88,13212542.57,-624856.6074
53,306527,155411,151115,1.44,0.73,0.71,102.84,19887066.22,10082860.07,9804141.275,-461379.9364
54,170119,84463,85656,0.8,0.4,0.4,98.61,11037095.65,5479847.696,5557247.957,-256060.6191
55,211929,107726,104202,0.99,0.51,0.49,103.38,13749673.14,6989120.359,6760487.901,-318992.4168
56,195805,100083,95722,0.92,0.47,0.45,104.56,12703569.35,6493252.63,6210316.72,-294722.8089
57,251935,128788,123147,1.18,0.6,0.58,104.58,16345209.49,8355595.054,7989614.437,-379208.8602
58,278618,141974,136644,1.31,0.67,0.64,103.9,18076367.23,9211085.288,8865281.94,-419371.7197
59,255064,128236,126828,1.2,0.6,0.6,101.11,16548214.87,8319782.024,8228432.847,-383918.585
60,266885,134522,132363,1.25,0.63,0.62,101.63,17315145.71,8727609.387,8587536.324,-401711.3805
61,264820,132604,132215,1.24,0.62,0.62,100.29,17181171.24,8603172.085,8577934.28,-398603.1728
62,239497,119036,120461,1.12,0.56,0.57,98.82,15538248.51,7722898.195,7815350.31,-360487.3653
63,239916,119319,120596,1.13,0.56,0.57,98.94,15565432.67,7741258.861,7824108.932,-361118.038
64,200318,99444,100875,0.94,0.47,0.47,98.58,12996366.82,6451795.156,6544636.542,-301515.7102
65,200952,100119,100833,0.94,0.47,0.47,99.29,13037499.9,6495588.263,6541911.638,-302469.9977
66,191184,96921,94263,0.9,0.45,0.44,102.82,12403764.98,6288106.254,6115658.73,-287767.3476
67,162532,81123,81409,0.76,0.38,0.38,99.65,10544861.13,5263152.914,5281708.216,-244640.7782
68,154725,77368,77357,0.73,0.36,0.36,100.01,10038353.3,5019533.482,5018819.817,-232889.7965
69,141050,69505,71545,0.66,0.33,0.34,97.15,9151137.391,4509392.445,4641744.946,-212306.3875
70,128509,63037,65473,0.6,0.3,0.31,96.28,8337493.903,4089757.162,4247801.619,-193429.8585
71,119707,59473,60235,0.56,0.28,0.28,98.74,7766431.788,3858529.557,3907967.109,-180181.2175
72,108806,53028,55778,0.51,0.25,0.26,95.07,7059189.33,3440386.484,3618802.846,-163773.1924
73,104443,51248,53195,0.49,0.24,0.25,96.34,6776123.662,3324902.439,3451221.223,-157206.069
74,101631,49546,52085,0.48,0.23,0.24,95.13,6593684.822,3214478.931,3379205.892,-152973.4879
75,95737,46110,49627,0.45,0.22,0.23,92.91,6211289.9,2991555.797,3219734.104,-144101.9257
76,80148,38292,41856,0.38,0.18,0.2,91.49,5199896.204,2484334.3,2715561.905,-120637.5919
77,85912,41154,44758,0.4,0.19,0.21,91.95,5573856.898,2670017.073,2903839.825,-129313.48
78,77451,36802,40649,0.36,0.17,0.19,90.54,5024918.412,2387665.071,2637253.341,-116578.1072
79,71992,33238,38753,0.34,0.16,0.18,85.77,4670745.715,2156437.466,2514243.37,-108361.3006
80,64216,28785,35431,0.3,0.14,0.17,81.24,4166249.122,1867532.717,2298716.405,-96656.97964
81,56390,24952,31438,0.26,0.12,0.15,79.37,3658508.596,1618852.749,2039655.848,-84877.39943
82,53555,23846,29709,0.25,0.11,0.14,80.27,3474577.547,1547096.932,1927480.615,-80610.19909
83,43522,18846,24676,0.2,0.09,0.12,76.37,2823649.78,1222703.547,1600946.234,-65508.67491
84,35577,15297,20280,0.17,0.07,0.1,75.43,2308188.692,992449.1221,1315739.57,-53549.97765
85,34082,14509,19573,0.16,0.07,0.09,74.12,2211195.07,941324.7246,1269870.345,-51299.72561
86,24708,9895,14813,0.12,0.05,0.07,66.8,1603022.351,641974.5089,961047.8424,-37190.11855
87,22648,8845,13803,0.11,0.04,0.06,64.08,1469372.277,573851.8981,895520.3786,-34089.43682
88,17302,6716,10585,0.08,0.03,0.05,63.45,1122530.869,435725.1947,686740.7961,-26042.71617
89,13018,4883,8136,0.06,0.02,0.04,60.01,844590.6172,316802.5798,527852.9161,-19594.50232
90+,40666,13785,26882,0.1989760622,0.06913559489,51.27966669,486.84,2638356.279,894352.5625,1744068.595,-61209.86567
