Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
62,11290,5622,5668,1.01,0.5,0.51,99.2,13807432.18,6875587.577,6931844.608,-309286.4809
63,10717,5423,5294,0.96,0.48,0.47,102.44,13106665.25,6632214.768,6474450.486,-293589.3017
64,10286,5187,5099,0.92,0.46,0.46,101.74,12579561.33,6343591.74,6235969.593,-281782.1739
65,9011,4504,4507,0.81,0.4,0.4,99.94,11020263.19,5508297.126,5511966.063,-246853.8954
66,8422,4222,4200,0.75,0.38,0.38,100.52,10299928.6,5163417.067,5136511.53,-230718.4006
67,8102,4005,4097,0.72,0.36,0.37,97.76,9908575.337,4898030.638,5010544.7,-221952.0876
68,7051,3479,3572,0.63,0.31,0.32,97.37,8623224.476,4254743.717,4368480.758,-193160.2283
69,6630,3367,3262,0.59,0.3,0.29,103.22,8108350.344,4117770.077,3989357.288,-181627.0477
70,6064,3011,3053,0.54,0.27,0.27,98.65,7416144.266,3682389.575,3733754.691,-166121.6316
71,5937,2963,2974,0.53,0.26,0.27,99.63,7260825.941,3623686.587,3637139.355,-162642.5011
72,5855,2870,2985,0.52,0.26,0.27,96.13,7160541.669,3509949.545,3650592.123,-160396.1334
73,5488,2697,2792,0.49,0.24,0.25,96.6,6711708.399,3298374.19,3414557.188,-150342.2681
74,4560,2207,2353,0.41,0.2,0.21,93.81,5576783.947,2699114.511,2877669.436,-124919.9604
75,5074,2456,2618,0.45,0.22,0.23,93.82,6205395.12,3003636.266,3201758.854,-139000.8507
76,4457,2201,2256,0.4,0.2,0.2,97.58,5450817.116,2691776.637,2759040.479,-122098.3034
77,4335,2018,2317,0.39,0.18,0.21,87.07,5301613.686,2467971.492,2833642.194,-118756.1466
78,3927,1805,2122,0.35,0.16,0.19,85.09,4802638.281,2207476.979,2595161.302,-107579.0975
79,3461,1574,1887,0.31,0.14,0.17,83.42,4232730.096,1924968.845,2307761.252,-94813.15416
80,3585,1667,1918,0.32,0.15,0.17,86.92,4384379.485,2038705.886,2345673.599,-98210.10045
81,2782,1268,1514,0.25,0.11,0.14,83.73,3402327.399,1550737.29,1851590.109,-76212.13374
82,2375,1070,1305,0.21,0.1,0.12,82.01,2904574.972,1308587.461,1595987.511,-65062.47938
83,2353,1026,1327,0.21,0.09,0.12,77.36,2877669.436,1254776.388,1622893.048,-64459.79536
84,1674,727,947,0.15,0.07,0.08,76.78,2047266.738,889105.6863,1158161.052,-45858.77494
85,1634,678,956,0.15,0.06,0.09,70.88,1998347.581,829179.7184,1169167.863,-44762.98581
86,1165,504,661,0.1,0.05,0.06,76.13,1424770.46,616381.3836,808389.0765,-31914.85831
87,967,361,606,0.09,0.03,0.05,59.5,1182620.631,441495.3958,741125.235,-26490.70213
88,827,314,513,0.07,0.03,0.05,61.1,1011403.58,384015.3858,627388.194,-22655.44019
89,662,248,414,0.06,0.02,0.04,59.83,809612.0554,303298.7761,506313.2794,-18135.31004
90+,1863,632,1230,0.17,0.06366584319,0.11,51.38211382,2278409.757,772922.6874,1504264.091,-51036.37856
