Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
81,2970,1396,1574,0.26,0.12,0.14,88.68,3511585.047,1650563.207,1861021.84,-92705.84524
82,2275,984,1292,0.2,0.09,0.11,76.14,2689850.499,1163434.238,1527598.613,-71012.05317
83,2091,874,1218,0.18,0.08,0.11,71.73,2472297.755,1033375.532,1440104.575,-65268.66074
84,1691,717,974,0.15,0.06,0.09,73.62,1999357.008,847746.2891,1151610.719,-52783.02502
85,1398,595,803,0.12,0.05,0.07,74.09,1652927.911,703499.3613,949428.5497,-43637.29685
86,1139,418,720,0.1,0.04,0.06,58.12,1346698.777,494223.0807,851293.3447,-35552.84772
87,908,348,560,0.08,0.03,0.05,62.05,1073575.496,411458.4499,662117.0459,-28342.39309
88,748,280,468,0.07,0.02,0.04,59.95,884399.197,331058.5229,553340.6741,-23348.1388
89,604,214,390,0.05,0.02,0.03,54.76,714140.5281,253023.2997,461117.2284,-18853.30994
90+,1726,519,1206,0.15,0.04,0.1,43.03,2040739.324,613640/6193,1425916.352,-53875.51815
