Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
30,0,0,0,1.42,0.72,0.7,103.01,18928369,9604727,9323642,-535672.8427
31,0,0,0,1.49,0.76,0.73,104.28,19866458,10141582,9724876,-562220.7614
32,0,0,0,1.46,0.74,0.72,103.6,19474874,9909833,9565041,-551138.9342
33,0,0,0,1.36,0.7,0.67,104.49,18179478,9289224,8890254,-514479.2274
34,0,0,0,1.55,0.79,0.76,104.59,20689024,10576456,10112568,-585499.3792
35,0,0,0,1.59,0.81,0.78,104.32,21186516,10817432,10369084,-599578.4028
36,0,0,0,1.72,0.88,0.84,104.23,22906980,11690644,11216336,-648267.534
37,0,0,0,1.8,0.92,0.88,104.92,23990208,12283353,11706855,-678922.8864
38,0,0,0,1.86,0.95,0.91,104.93,24730460,12662559,12067901,-699872.018
39,0,0,0,1.89,0.97,0.92,105.4,25211795,12937116,12274679,-713493.7985
40,0,0,0,2.06,1.05,1.01,104.39,27397219,13993123,13404096,-775341.2977
41,0,0,0,1.87,0.95,0.92,104.01,24956297,12723691,12232606,-706263.2051
42,0,0,0,2.03,1.03,0.99,104.02,27032542,13782610,13249932,-765020.9386
43,0,0,0,1.6,0.81,0.79,103.4,21355748,10856214,10499534,-604367.6684
44,0,0,0,1.8,0.92,0.88,104.2,24012158,12253040,11759118,-679544.0714
45,0,0,0,1.8,0.92,0.88,104.63,23962574,12252515,11710059,-678140.8442
46,0,0,0,1.75,0.89,0.86,103.29,23355778,11867147,11488631,-660968.5174
47,0,0,0,2.02,1.04,0.99,104.83,26972157,13803796,13168361,-763312.0431
48,0,0,0,1.51,0.77,0.74,103.8,20075084,10224798,9850286,-568124.8772
49,0,0,0,0.84,0.42,0.42,100.49,11228960,5628162,5600798,-317779.568
50,0,0,0,1.06,0.54,0.52,104.55,14097008,7205176,6891832,-398945.3264
51,0,0,0,0.96,0.5,0.47,106.61,12838832,6624865,6213967,-363338.9456
52,0,0,0,1.25,0.64,0.6,106.49,16617709,8570000,8047709,-470281.1647
53,0,0,0,1.38,0.71,0.67,105.53,18351980,9422827,8929153,-519361.034
54,0,0,0,1.26,0.64,0.62,102.81,16847642,8540366,8307276,-476788.2686
55,0,0,0,1.32,0.67,0.65,103.89,17610528,8973192,8637336,-498377.9424
56,0,0,0,1.33,0.67,0.66,102.56,17738127,8981235,8756892,-501988.9941
57,0,0,0,1.21,0.61,0.6,101.3,16093888,8099033,7994855,-455457.0304
58,0,0,0,1.21,0.61,0.6,101.74,16167933,8153588,8014345,-457552.5039
59,0,0,0,1.03,0.52,0.51,100.73,13701998,6875890,6826108,-387766.5434
60,0,0,0,1.02,0.52,0.5,103.22,13618204,6917026,6701178,-385395.1732
61,0,0,0,0.98,0.5,0.48,105.54,13029125,6690003,6339122,-368724.2375
62,0,0,0,0.85,0.43,0.42,102.91,11276853,5719180,5557673,-319134.9399
63,0,0,0,0.81,0.41,0.4,103.66,10791633,5492805,5298828,-305403.2139
64,0,0,0,0.75,0.38,0.37,101.61,9951467,5015412,4936055,-281626.5161
65,0,0,0,0.68,0.34,0.34,101.22,9073411,4564266,4509145,-256777.5313
66,0,0,0,0.65,0.33,0.32,103.34,8640965,4391409,4249556,-244539.3095
67,0,0,0,0.6,0.3,0.3,101.65,7942141,4003493,3938648,-224762.5903
68,0,0,0,0.58,0.29,0.29,101.77,7740868,3904424,3836444,-219066.5644
69,0,0,0,0.58,0.29,0.29,101.41,7715897,3884879,3831018,-218359.8851
70,0,0,0,0.55,0.28,0.27,101.63,7389412,3724605,3664807,-209120.3596
71,0,0,0,0.47,0.23,0.24,98.94,6265718,3116177,3149541,-177319.8194
72,0,0,0,0.52,0.26,0.26,100.15,6893225,3449237,3443988,-195078.2675
73,0,0,0,0.48,0.24,0.24,98.58,6343869,3149307,3194562,-179531.4927
74,0,0,0,0.46,0.22,0.23,95.12,6080173,2964127,3116046,-172068.8959
75,0,0,0,0.42,0.2,0.22,91.46,5632477,2690547,2941930,-159399.0991
76,0,0,0,0.39,0.18,0.2,90.18,5175500,2454168,2721332,-146466.65
77,0,0,0,0.38,0.18,0.2,90.91,5082383,2420196,2662187,-143831.4389
78,0,0,0,0.32,0.15,0.17,87.35,4254858,1983724,2271134,-120412.4814
79,0,0,0,0.28,0.13,0.15,87.53,3706915,1730224,1976691,-104905.6945
80,0,0,0,0.28,0.13,0.15,84.94,3737259,1716514,2020745,-105764.4297
81,0,0,0,0.21,0.09,0.12,80.68,2816693,1257795,1558898,-79712.4119
82,0,0,0,0.21,0.09,0.12,78.48,2757918,1212683,1545235,-78049.0794
83,0,0,0,0.17,0.07,0.1,75.82,2237138,964710,1272428,-63311.0054
84,0,0,0,0.14,0.06,0.08,72.36,1824190,765800,1058390,-51624.577
85,0,0,0,0.12,0.05,0.07,68.98,1648160,672819,975341,-46642.928
86,0,0,0,0.1,0.04,0.06,65.22,1344215,530641,813574,-38041.2845
87,0,0,0,0.08,0.03,0.05,62.32,1065276,408984,656292,-30147.3108
88,0,0,0,0.06,0.02,0.04,60.66,858879,324282,534597,-24306.2757
89,0,0,0,0.05,0.02,0.03,58.16,715398,263084,452314,-20245.7634
90,0,0,0,0.15,0.04,0.09,,1984220,657440,1326780,-56153.426
