Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
45,18612172,9650322,8961850,1.5,0.78,0.72,107.68,18612172,9650322,8961850,-292211.1004
46,18513434,9524972,8988462,1.49,0.77,0.72,105.97,18513434,9524972,8988462,-290660.9138
47,16745695,8575888,8169807,1.35,0.69,0.66,104.97,16745695,8575888,8169807,-262907.4115
48,17236621,8849449,8387172,1.39,0.71,0.67,105.51,17236621,8849449,8387172,-270614.9497
49,14413123,7338972,7074151,1.16,0.59,0.57,103.74,14413123,7338972,7074151,-226286.0311
50,14711260,7572176,7139084,1.18,0.61,0.57,106.07,14711260,7572176,7139084,-230966.782
51,13913927,7269012,6644915,1.12,0.58,0.53,109.39,13913927,7269012,6644915,-218448.6539
52,12083027,6256655,5826372,0.97,0.5,0.47,107.39,12083027,6256655,5826372,-189703.5239
53,11737540,6105349,5632191,0.94,0.49,0.45,108.4,11737540,6105349,5632191,-184279.378
54,10858446,5600933,5257513,0.87,0.45,0.42,106.53,10858446,5600933,5257513,-170477.6022
55,10045173,5184602,4860571,0.81,0.42,0.39,106.67,10045173,5184602,4860571,-157709.2161
56,9708711,5059575,4649136,0.78,0.41,0.37,108.83,9708711,5059575,4649136,-152426.7627
57,8821540,4567728,4253812,0.71,0.37,0.34,107.38,8821540,4567728,4253812,-138498.178
58,8869780,4602955,4266825,0.71,0.37,0.34,107.88,8869780,4602955,4266825,-139255.546
59,8925171,4646646,4278525,0.72,0.37,0.34,108.6,8925171,4646646,4278525,-140125.1847
60,9141141,4769323,4371818,0.74,0.38,0.35,109.09,9141141,4769323,4371818,-143515.9137
61,7574442,3921897,3652545,0.61,0.32,0.29,107.37,7574442,3921897,3652545,-118918.7394
62,8611865,4511488,4100377,0.69,0.36,0.33,110.03,8611865,4511488,4100377,-135206.2805
63,8128275,4229884,3898391,0.65,0.34,0.31,108.5,8128275,4229884,3898391,-127613.9175
64,8248125,4241886,4006239,0.66,0.34,0.32,105.88,8248125,4241886,4006239,-129495.5625
65,7808592,3942771,3865821,0.63,0.32,0.31,101.99,7808592,3942771,3865821,-122594.8944
66,7220066,3645264,3574802,0.58,0.29,0.29,101.97,7220066,3645264,3574802,-113355.0362
67,7456399,3802499,3653900,0.6,0.31,0.29,104.07,7456399,3802499,3653900,-117065.4643
68,6503311,3250263,3253048,0.52,0.26,0.26,99.91,6503311,3250263,3253048,-102101.9827
69,5792092,2908551,2883541,0.47,0.23,0.23,100.87,5792092,2908551,2883541,-90935.8444
70,6499332,3221942,3277390,0.52,0.26,0.26,98.31,6499332,3221942,3277390,-102039.5124
71,5045743,2469891,2575852,0.41,0.2,0.21,95.89,5045743,2469891,2575852,-79218.1651
72,5359819,2608469,2751350,0.43,0.21,0.22,94.81,5359819,2608469,2751350,-84149.1583
73,4606896,2217591,2389305,0.37,0.18,0.19,92.81,4606896,2217591,2389305,-72328.2672
74,4062359,1918261,2144098,0.33,0.15,0.17,89.47,4062359,1918261,2144098,-63779.0363
75,4057266,1886692,2170574,0.33,0.15,0.17,86.92,4057266,1886692,2170574,-63699.0762
76,3575411,1627531,1947880,0.29,0.13,0.16,83.55,3575411,1627531,1947880,-56133.9527
77,3025726,1354234,1671492,0.24,0.11,0.13,81.02,3025726,1354234,1671492,-47503.8982
78,2838736,1254407,1584329,0.23,0.1,0.13,79.18,2838736,1254407,1584329,-44568.1552
79,2431191,1052947,1378244,0.2,0.08,0.11,76.4,2431191,1052947,1378244,-38169.6987
80,2310212,958077,1352135,0.19,0.08,0.11,70.86,2310212,958077,1352135,-36270.3284
81,1740870,715350,1025520,0.14,0.06,0.08,69.75,1740870,715350,1025520,-27331.659
82,1546079,612890,933189,0.12,0.05,0.08,65.68,1546079,612890,933189,-24273.4403
83,1304628,507775,796853,0.1,0.04,0.06,63.72,1304628,507775,796853,-20482.6596
84,1087369,409776,677593,0.09,0.03,0.05,60.48,1087369,409776,677593,-17071.6933
85,898283,325809,572474,0.07,0.03,0.05,56.91,898283,325809,572474,-14103.0431
86,772037,275077,496960,0.06,0.02,0.04,55.35,772037,275077,496960,-12120.9809
87,583159,200168,382991,0.05,0.02,0.03,52.26,583159,200168,382991,-9155.5963
88,441245,147017,294228,0.04,0.01,0.02,49.97,441245,147017,294228,-6927.5465
89,335974,108870,227104,0.03,0.01,0.02,47.94,335974,108870,227104,-5274.7918
90+,971227,285766,685461,0.06,0.01,0.05,41.69,971227,285766,685461,-15248.2639
