Age,PTotal,PMale,PFemale,PTTP,PTTPMale,PTTPFemale,sex_ratio,predicted_total_population_total,predicted_total_population_Male,predicted_total_population_Female,net_migration
21,198486,97569,100916,1.6,0.79,0.82,96.68,19643075.48,9655871.102,9987105.414,-200359.3699
22,217540,106959,110581,1.76,0.86,0.89,96.72,21528745.81,10585148.12,10943597.68,-219593.2072
23,229840,114046,115794,1.86,0.92,0.94,98.49,22746009.64,11286509.81,11459499.83,-232009.2983
24,252296,125948,126348,2.04,1.02,1.02,99.68,24968357.32,12464385.75,12503971.57,-254677.2447
25,262479,129739,132740,2.12,1.05,1.07,97.74,25976113.22,12839560.32,13136552.9,-264956.3549
26,254907,126726,128181,2.06,1.02,1.04,98.87,25226753.73,12541380.17,12685373.57,-257312.8881
27,266518,132914,133605,2.16,1.07,1.08,99.48,26375831,13153772.73,13222157.23,-269033.4762
28,222316,110868,111448,1.8,0.9,0.9,99.48,22001400.44,10972000.51,11029399.94,-224414.2845
29,251580,125931,125649,2.03,1.02,1.02,100.22,24897498.71,12462703.36,12434795.36,-253954.4869
30,250243,125367,124877,2.02,1.01,1.01,100.39,24765183.12,12406887.36,12358394.73,-252604.8679
31,241765,120752,121013,1.95,0.98,0.98,99.78,23926161.76,11950166.01,11975995.75,-244046.85
32,285183,143824,141359,2.31,1.16,1.14,101.74,28223004.12,14233475.85,13989528.26,-287874.642
33,196715,98795,97920,1.59,0.8,0.79,100.89,19467809.28,9777201.627,9690607.656,-198571.6547
34,116979,57971,59009,0.95,0.47,0.48,98.24,11576772.8,5737073.288,5839798.48,-118083.0826
35,150701,76385,74316,1.22,0.62,0.6,102.78,14914054.99,7559406.309,7354648.678,-152123.3609
36,139969,71603,68365,1.13,0.58,0.55,104.74,13851967.55,7086157.884,6765710.706,-141290.0691
37,181141,93240,87901,1.46,0.75,0.71,106.07,17926535.55,9227453.613,8699081.94,-182850.6626
38,203827,104505,99321,1.65,0.85,0.8,105.22,20171645.08,10342289.14,9829256.975,-205750.7799
39,183708,93417,90292,1.49,0.76,0.73,103.46,18180577.52,9244970.337,8935706.152,-185441.8908
40,202816,103563,99253,1.64,0.84,0.8,104.34,20071591.94,10249064.55,9822527.386,-204730.2377
41,194547,98671,95876,1.57,0.8,0.78,102.92,19253254.16,9764930.024,9488324.138,-196383.1925
42,181798,92057,89741,1.47,0.74,0.73,102.58,17991555.26,9110378.564,8881176.691,-183513.8636
43,181502,91846,89656,1.47,0.74,0.72,102.44,17962261.75,9089497.046,8872764.706,-183215.0699
44,156287,78892,77395,1.26,0.64,0.63,101.93,15466870.9,7807510.408,7659360.493,-157762.0832
45,155341,79490,75851,1.26,0.64,0.61,104.8,15373250.45,7866691.202,7506559.245,-156807.1546
46,148735,76573,72162,1.2,0.62,0.58,106.11,14719490.7,7578011.642,7141479.061,-150138.8052
47,130893,66963,63930,1.06,0.54,0.52,104.74,12953765.4,6626962.423,6326802.976,-132128.4071
48,130855,66982,63873,1.06,0.54,0.52,104.87,12950004.75,6628842.749,6321161.997,-132090.0484
49,119370,60143,59227,0.97,0.49,0.48,101.55,11813397.02,5952024.267,5861372.749,-120496.6496
50,113515,57803,55712,0.92,0.47,0.45,103.75,11233959.64,5720447.246,5513512.395,-114586.3883
51,106694,54827,51866,0.86,0.44,0.42,105.71,10558922.52,5425928.778,5132894.778,-107701.0097
52,100909,51884,49025,0.82,0.42,0.4,105.83,9986412.663,5134676.14,4851736.523,-101861.4092
53,99102,50875,48227,0.8,0.41,0.39,105.49,9807583.741,5034820.92,4772762.821,-100037.3542
54,103904,54039,49865,0.84,0.44,0.4,108.37,10282811.46,5347944.721,4934866.736,-104884.6769
55,98846,51318,47528,0.8,0.41,0.38,107.97,9782248.819,5078662.211,4703586.608,-99778.93795
56,88569,45525,43044,0.72,0.37,0.35,105.76,8765190.252,4505360.636,4259829.615,-89404.94057
57,98605,51519,47085,0.8,0.42,0.38,109.42,9758398.365,5098554.083,4659745.317,-99535.66332
58,95288,49669,45619,0.77,0.4,0.37,108.88,9430132.989,4915469.686,4514663.303,-96187.35649
59,94469,48583,45886,0.76,0.39,0.37,105.88,9349081.032,4807994.197,4541086.835,-95360.62652
60,95185,48132,47052,0.77,0.39,0.38,102.3,9419939.642,4763361.19,4656479.487,-96083.38434
61,86962,44366,42596,0.7,0.36,0.34,104.16,8606154.238,4390660.736,4215493.502,-87782.77322
62,92130,47541,44589,0.74,0.38,0.36,106.62,9117602.975,4704873.147,4412729.828,-92999.55035
63,80341,40630,39712,0.65,0.33,0.32,102.31,7950910.025,4020929.218,3930079.771,-81099.28226
64,74563,38357,36206,0.6,0.31,0.29,105.94,7379092.919,3795982.821,3583110.098,-75266.74777
65,81579,41245,40334,0.66,0.33,0.33,102.26,8073428.124,4081792.41,3991635.715,-82348.96687
66,67873,33904,33968,0.55,0.27,0.27,99.81,6717020.153,3355293.729,3361627.46,-68513.60556
67,70570,35288,35283,0.57,0.29,0.29,100.01,6983927.515,3492260.651,3491765.828,-71236.06065
68,61532,30456,31076,0.5,0.25,0.25,98.01,6089486.012,3014063.999,3075422.013,-62112.75732
69,56269,27496,28773,0.45,0.22,0.23,95.56,5568635.643,2721128.963,2847506.68,-56800.08356
70,59869,28897,30972,0.48,0.23,0.25,93.3,5924907.983,2859778.283,3065129.701,-60434.06143
71,52078,24987,27091,0.42,0.2,0.22,92.24,5153875.26,2472826.935,2681048.325,-52569.52766
72,46391,21975,24416,0.38,0.18,0.2,90,4591063.927,2174745.744,2416318.183,-46828.85206
73,43787,20463,23324,0.35,0.17,0.19,87.73,4333360.268,2025111.361,2308248.907,-44200.27473
74,40596,18593,22003,0.33,0.15,0.18,84.5,4017564.424,1840047.673,2177516.751,-40979.15712
75,36750,16313,20438,0.3,0.13,0.17,79.82,3636946.807,1614408.524,2022637.247,-37096.85743
76,31130,14096,17035,0.25,0.11,0.14,82.75,3080766.098,1395004.141,1685860.921,-31423.8142
77,27608,11948,15660,0.22,0.1,0.13,76.29,2732212.992,1182428.312,1549784.68,-27868.57252
78,25304,10773,14531,0.2,0.09,0.12,74.14,2504198.694,1066144.978,1438053.716,-25542.82668
79,21430,8856,12574,0.17,0.07,0.1,70.44,2120810.07,876429.9571,1244380.113,-21632.26271
80,20209,8187,12022,0.16,0.07,0.1,68.1,1999974.368,810222.6805,1189751.687,-20399.73855
81,17039,6843,10196,0.14,0.06,0.08,67.12,1686256.779,677214.3402,1009042.439,-17199.81915
82,14060,5432,8627,0.11,0.04,0.07,62.97,1391441.418,537575.3757,853767.0777,-14192.70246
83,11226,4188,7038,0.09,0.03,0.06,59.51,1110975.914,414463.4892,696512.4252,-11331.95433
84,9812,3652,6160,0.08,0.03,0.05,59.29,971040.0563,361418.4963,609621.56,-9904.608575
85,7726,2622,5104,0.06,0.02,0.04,51.36,764600.0281,259485.0212,505115.0069,-7798.920286
86,6404,2137,4267,0.05,0.02,0.03,50.07,633768.9075,211487.2198,422281.6878,-6464.442857
87,4856,1517,3339,0.04,0.01,0.03,45.42,480571.8012,150129.2056,330442.5956,-4901.832372
88,3579,1095,2484,0.03,0.01,0.02,44.08,354194.085,108366.1702,245827.9148,-3612.779667
89,2941,887,2054,0.02,0.01,0.02,43.19,291054.7091,87781.54606,203273.163,-2968.758033
90+,7510,1898,5612,0.05,0,0.04,33.82038489,743223.6876,187834.695,555388.9927,-7580.881614
